Name,Age,Tm,Max,Pitch_num,Speed,strikeout,G,GS,W,L,IP,Lev,CH,CU,EP,FC,FF,FO,FS,FT,KC,KN,PO,SC,SI,SL
Kevin Siegrist,27,"St. Louis,Philadelphia",FF,681,86.99823269513989,0.0631424375917768,46,0,1.0,1.0,39.1,MLB-NL,0.18529411764705883,0.18676470588235294,,,0.6102941176470589,,,0.01764705882352941,,,,,,
Lucas Sims,23,Atlanta,SL,985,87.24781725888323,0.04467005076142132,14,10,3.0,6.0,57.2,MLB-NL,0.1299492385786802,0.13096446700507614,,,0.24974619289340103,,,,,,,,0.2182741116751269,0.27106598984771574
Tony Sipp,33,Houston,SL,664,86.0707831325301,0.058734939759036146,46,0,,1.0,37.1,MLB-AL,,,,,0.3328313253012048,,0.10542168674698796,0.16114457831325302,,,,,,0.4006024096385542
Tyler Skaggs,25,Los Angeles,FF,1394,86.29590517241377,0.054519368723098996,16,16,2.0,6.0,85.0,MLB-AL,0.09339080459770115,0.3103448275862069,,,0.36853448275862066,,,0.22772988505747127,,,,,,
Eric Skoglund,24,Kansas City,FF,387,88.20465116279075,0.03617571059431524,7,5,1.0,2.0,18.0,MLB-AL,0.020671834625323,0.19896640826873385,,,0.5271317829457365,,,0.10594315245478036,,,,,,0.14728682170542637
Aaron Slegers,24,Minnesota,SI,231,88.19870129870134,0.03896103896103896,4,3,,1.0,15.1,MLB-AL,0.09956709956709957,,,,0.3116883116883117,,,,,,,,0.341991341991342,0.24675324675324675
Caleb Smith,25,New York,FF,341,88.54529411764705,0.05278592375366569,9,2,,1.0,18.2,MLB-AL,0.27941176470588236,,,,0.4823529411764706,,,0.020588235294117647,,,,,,0.21764705882352942
Joe Smith,33,"Toronto,Cleveland",SI,828,86.17717391304357,0.0893719806763285,59,0,3.0,,54.0,MLB-AL,0.006038647342995169,,,,0.24516908212560387,,,,,,,,0.4214975845410628,0.3272946859903382
Josh Smoker,28,New York,FF,1057,89.14815515610218,0.06433301797540208,54,0,1.0,2.0,56.1,MLB-NL,,,,,0.5539772727272727,,0.16193181818181818,0.013257575757575758,,,,,,0.2708333333333333
Blake Snell,24,Tampa Bay,FF,2278,89.92848351648352,0.05223880597014925,24,24,5.0,7.0,129.1,MLB-AL,0.21133567662565905,0.10061511423550087,,,0.5505272407732865,,,,,,,,,0.1375219683655536
Miguel Socolovich,30,St. Louis,FF,325,86.79138461538453,0.043076923076923075,15,0,,1.0,18.2,MLB-NL,0.36,,,,0.4307692307692308,,,0.006153846153846154,,,,,,0.20307692307692307
Sammy Solis,28,Washington,SI,469,88.92302771855007,0.06183368869936034,30,0,1.0,,26.0,MLB-NL,0.11300639658848614,,,,0.006396588486140725,,,,0.24946695095948826,,,,0.6311300639658849,
Joakim Soria,33,Kansas City,FF,993,87.90070564516135,0.06445115810674723,59,0,4.0,3.0,56.0,MLB-AL,0.3041289023162135,0.11883182275931521,,,0.5085599194360524,,,,,,,,,0.06847935548841894
Craig Stammen,33,San Diego,SI,1285,88.68023529411761,0.05758754863813229,60,0,2.0,3.0,80.1,MLB-NL,0.01803921568627451,,,,0.11843137254901961,,,,0.08,,,,0.5152941176470588,0.26823529411764707
Ryne Stanek,25,Tampa Bay,FF,423,95.23033175355447,0.06855791962174941,21,0,,,20.0,MLB-AL,0.04491725768321513,0.0070921985815602835,,,0.6713947990543735,,0.08274231678486997,,,,,,,0.1938534278959811
Drew Steckenrider,26,Miami,FF,699,92.93395415472774,0.07725321888412018,37,0,1.0,1.0,34.2,MLB-NL,0.05157593123209169,,,,0.7320916905444126,,,0.044412607449856735,,,,,,0.17191977077363896
Jackson Stephens,23,Cincinnati,FF,414,88.70724637681163,0.050724637681159424,7,4,2.0,1.0,25.0,MLB-NL,0.07729468599033816,0.20048309178743962,,,0.3719806763285024,,,0.23671497584541062,,,0.0024154589371980675,,,0.1111111111111111
Robert Stephenson,24,Cincinnati,FF,1464,89.26937799043066,0.05874316939890711,25,11,5.0,6.0,84.2,MLB-NL,0.17019822282980177,0.08954203691045796,,,0.5468215994531784,,,0.000683526999316473,,,0.001367053998632946,,,0.19138755980861244
Brock Stewart,25,Los Angeles,FF,585,89.79145299145294,0.04957264957264957,17,4,,,34.1,MLB-NL,0.26495726495726496,,,,0.3145299145299145,,,0.30427350427350425,,,,,,0.11623931623931624
Drew Storen,29,Cincinnati,SL,909,85.13421342134222,0.052805280528052806,58,0,4.0,2.0,54.2,MLB-NL,0.17601760176017603,,,,0.1628162816281628,,,,,,,,0.27502750275027504,0.38613861386138615
Matt Strahm,25,Kansas City,FF,647,90.04752321981425,0.0571870170015456,24,3,2.0,5.0,34.2,MLB-AL,0.08978328173374613,0.06656346749226007,,,0.673374613003096,,,,,,,,,0.17027863777089783
Dan Straily,28,Miami,FF,3085,86.75245209483593,0.055105348460291734,33,33,10.0,9.0,181.2,MLB-NL,0.17792207792207793,0.029545454545454545,,,0.4470779220779221,,,0.056818181818181816,,,,,,0.28863636363636364
Stephen Strasburg,28,Washington,FF,2929,90.97958683473382,0.07715944008193923,28,28,15.0,4.0,175.1,MLB-NL,0.17857142857142858,0.21568627450980393,,,0.453781512605042,,,0.09488795518207283,,,,,,0.05707282913165266
Chris Stratton,26,San Francisco,FF,1042,87.48086538461546,0.04894433781190019,13,10,4.0,4.0,58.2,MLB-NL,0.07581573896353166,0.1852207293666027,,0.1746641074856046,0.354126679462572,,,0.09404990403071017,,,,,,0.11612284069097889
Hunter Strickland,28,San Francisco,FF,984,92.0031568228106,0.05894308943089431,68,0,4.0,3.0,61.1,MLB-NL,0.014256619144602852,,,,0.5733197556008147,,,0.1120162932790224,,,,,,0.3004073319755601
Ross Stripling,27,Los Angeles,FF,1225,88.45853858784888,0.062040816326530614,49,2,3.0,5.0,74.1,MLB-NL,0.05993431855500821,,,,0.38587848932676516,,,,0.20032840722495895,,0.0008210180623973727,,,0.3530377668308703
Marcus Stroman,26,Toronto,FT,3140,90.47076824992035,0.05222929936305733,33,33,13.0,9.0,201.0,MLB-AL,0.06022944550669216,0.035691523263224986,,0.03505417463352454,0.11281070745697896,,,0.5121096239643085,,,0.00031867431485022306,,,0.24378585086042065
Pedro Strop,32,Chicago,FT,1095,91.7467948717948,0.06027397260273973,69,0,5.0,4.0,60.1,MLB-NL,,,,,0.2040256175663312,,0.16468435498627632,0.3467520585544373,,,,,,0.2845379688929552
Daniel Stumpf,26,Detroit,FF,656,90.17543035993734,0.05030487804878049,55,0,,1.0,37.2,MLB-AL,0.06885758998435054,,,,0.41158059467918623,,,0.18935837245696402,,,,,,0.3302034428794992
Albert Suarez,27,San Francisco,FF,550,86.42786885245891,0.06181818181818182,18,0,,3.0,31.2,MLB-NL,0.08378870673952642,0.2568306010928962,,,0.3460837887067395,,,,,,,,0.14754098360655737,0.1657559198542805
Brent Suter,27,Milwaukee,FF,1283,83.05491419656781,0.04988308651597818,22,14,3.0,2.0,81.2,MLB-NL,0.11466458658346333,0.0015600624024961,,,0.6583463338533542,,,0.046021840873634944,,,,,,0.1794071762870515
Anthony Swarzak,31,"Chicago,Milwaukee",SL,1259,90.82140015910903,0.07227958697378872,70,0,6.0,4.0,77.1,"MLB-AL,MLB-NL",,,,,0.48607796340493237,,,,,,,,,0.5139220365950676
Noah Syndergaard,24,New York,SI,459,94.1124183006536,0.07407407407407407,7,7,1.0,2.0,30.1,MLB-NL,0.18518518518518517,0.10457516339869281,,,0.1786492374727669,,,,,,,,0.3333333333333333,0.19825708061002179
Jameson Taillon,25,Pittsburgh,FT,2322,90.87010353753205,0.053832902670111975,25,25,8.0,7.0,133.2,MLB-NL,0.09879206212251941,0.25970664365832613,,,0.2903364969801553,,,0.3511647972389991,,,,,,
Masahiro Tanaka,28,New York,SL,3094,87.50326649417848,0.06851971557853911,30,30,13.0,12.0,178.1,MLB-AL,,0.0585571012617276,,0.04852798447104497,0.14784859268845035,,0.25008087997411843,,,,,,0.17340666450986736,0.3215787770947913
Ben Taylor,24,Boston,FF,366,89.51994535519124,0.04918032786885246,14,0,,1.0,17.1,MLB-AL,0.08743169398907104,,,,0.39617486338797814,,,0.2650273224043716,,,,,,0.25136612021857924
Junichi Tazawa,31,Miami,FF,962,88.47941787941788,0.0395010395010395,55,0,3.0,5.0,56.0,MLB-NL,,0.17585848074921956,,,0.5660770031217481,0.2570239334027055,,,,,,,,0.001040582726326743
Julio Teheran,26,Atlanta,FF,3074,87.34614882506524,0.04912166558230319,32,32,11.0,13.0,188.1,MLB-NL,0.06494778067885118,0.09040469973890339,,,0.3991514360313316,,,0.24902088772845954,,,,,,0.19647519582245432
Ryan Tepera,29,Toronto,FC,1275,92.28287509819323,0.06352941176470588,73,0,7.0,1.0,77.2,MLB-AL,,,,0.40219952867242736,0.2898664571877455,,,,,,0.0015710919088766694,,0.2953652788688138,0.010997643362136685
Nick Tepesch,28,"Toronto,Minnesota",FF,300,85.94033333333338,0.03,4,4,1.0,2.0,15.2,MLB-AL,0.03,0.18666666666666668,,,0.29333333333333333,,,,,,,,0.2833333333333333,0.20666666666666667
Jesen Therrien,24,Philadelphia,SL,313,88.7252396166134,0.03194888178913738,15,0,,,18.1,MLB-NL,0.022364217252396165,,,,0.30670926517571884,,,0.22364217252396165,,,,,,0.4472843450479233
Jake Thompson,23,Philadelphia,FF,803,88.36151930261518,0.043586550435865505,11,8,3.0,2.0,46.1,MLB-NL,0.1718555417185554,,,,0.33374844333748444,,,0.27023661270236615,,,,,,0.22415940224159403
Chris Tillman,29,Baltimore,FF,1795,86.93158774373259,0.0350974930362117,24,19,1.0,7.0,93.0,MLB-AL,0.14874651810584957,,,0.007799442896935933,0.31142061281337047,,,0.1894150417827298,0.083008356545961,,,,,0.2596100278551532
Josh Tomlin,32,Cleveland,FC,2121,83.50283956460005,0.053276756247053275,26,26,10.0,9.0,141.0,MLB-AL,0.07179971658006613,0.2418516769012754,,0.34293811998110535,0.18564005668398678,,,,,,,,0.15777042985356637,
Michael Tonkin,27,Minnesota,SI,397,90.6564231738035,0.060453400503778336,16,0,,1.0,21.0,MLB-AL,,,,0.05793450881612091,0.3224181360201511,,,,,,,,0.3249370277078086,0.2947103274559194
Carlos Torres,34,Milwaukee,FF,1248,91.20999194198224,0.04487179487179487,67,0,4.0,4.0,72.2,MLB-NL,,0.11334405144694534,,0.26768488745980706,0.5659163987138264,,,0.03135048231511254,,,,,,0.021704180064308683
Jose Torres,23,San Diego,FF,1071,92.15984848484844,0.058823529411764705,62,0,7.0,4.0,68.1,MLB-NL,0.052083333333333336,,,,0.4375,,,0.3248106060606061,,,0.000946969696969697,,,0.1846590909090909
Blake Treinen,29,"Washington,Oakland",SI,1194,94.54648241206033,0.06197654941373534,72,0,3.0,6.0,75.2,"MLB-NL,MLB-AL",0.06867671691792294,,,,0.15577889447236182,,,,,,,,0.5159128978224455,0.25963149078726966
Andrew Triggs,28,Oakland,SI,1084,83.63047091412754,0.046125461254612546,12,12,5.0,6.0,65.1,MLB-AL,0.006463527239150508,0.234533702677747,,,0.02677746999076639,,,,,,0.002770083102493075,,0.4099722991689751,0.31948291782086796
Sam Tuivailala,24,St. Louis,FF,642,90.84632107023415,0.0529595015576324,37,0,3.0,3.0,42.1,MLB-NL,,0.19732441471571907,,,0.459866220735786,,,0.15719063545150502,,,,,,0.18561872909698995
Nik Turley,27,Minnesota,FF,323,88.16904024767803,0.04024767801857585,10,3,,2.0,17.2,MLB-AL,0.05572755417956656,0.32507739938080493,,,0.6191950464396285,,,,,,,,,
Jacob Turner,26,Washington,FT,631,91.40174326465929,0.03645007923930269,18,2,2.0,3.0,39.0,MLB-NL,0.07923930269413629,0.14263074484944532,,,0.20443740095087162,,,0.45641838351822506,,,0.001584786053882726,,,0.11568938193343899
Koji Uehara,42,Chicago,FF,676,84.30534918276385,0.07396449704142012,49,0,3.0,4.0,43.0,MLB-NL,,,,,0.6281481481481481,,0.32296296296296295,0.023703703703703703,,,,,,0.025185185185185185
Jose Urena,25,Miami,FF,2882,91.60055632823371,0.0392088827203331,34,28,14.0,7.0,169.2,MLB-NL,0.2148817802503477,,,0.0003477051460361613,0.31328233657858134,,,0.2336578581363004,,,,,,0.23783031988873435
Julio Urias,20,Los Angeles,FF,412,87.74611650485437,0.02669902912621359,5,5,,2.0,23.1,MLB-NL,0.2524271844660194,0.08737864077669903,,,0.46601941747572817,,,0.05825242718446602,,,,,,0.13592233009708737
Cesar Valdez,32,"Toronto,Oakland",CH,500,84.70659999999997,0.042,11,4,1.0,1.0,30.2,MLB-AL,0.494,,,,0.156,,,,,,,,0.256,0.094
Jose Valdez,27,"San Diego,Los Angeles",SL,294,91.57269624573378,0.05782312925170068,14,0,,,18.0,"MLB-NL,MLB-AL",0.017064846416382253,,,,0.20477815699658702,,,0.3310580204778157,,,,,,0.447098976109215
Jason Vargas,34,Kansas City,FT,2925,80.91263698630146,0.04581196581196581,32,32,18.0,11.0,179.2,MLB-AL,0.32454638822321125,,,,0.025676138308798356,,,0.4467648065730914,0.203012666894899,,,,,
Felipe Vazquez,25,Pittsburgh,FF,1167,93.6211169284469,0.07540702656383891,73,0,5.0,3.0,75.1,MLB-NL,0.2034934497816594,0.10218340611353711,,,0.605240174672489,,,0.004366812227074236,,,,,,0.08471615720524017
Vince Velasquez,25,Philadelphia,FF,1269,90.61406003159567,0.05358550039401103,15,15,2.0,7.0,72.0,MLB-NL,0.10268562401263823,0.1358609794628752,,,0.6706161137440758,,,0.010268562401263823,,,,,,0.08056872037914692
Hector Velazquez,28,Boston,SI,382,87.18324607329843,0.049738219895287955,8,3,3.0,1.0,24.2,MLB-AL,0.14136125654450263,0.03664921465968586,,,0.3507853403141361,,,,,,,,0.35340314136125656,0.11780104712041885
Drew VerHagen,26,Detroit,FT,532,89.09492481203,0.046992481203007516,24,2,,3.0,34.1,MLB-AL,0.02819548872180451,0.212406015037594,,,0.25375939849624063,,,0.34962406015037595,,,0.0018796992481203006,,,0.15413533834586465
Justin Verlander,34,"Detroit,Houston",FF,4065,91.20934809348115,0.06322263222632227,33,33,15.0,8.0,206.0,MLB-AL,0.03960639606396064,0.15104551045510456,,0.0076260762607626075,0.5832718327183272,,,0.002952029520295203,,,,,,0.2154981549815498
Logan Verrett,27,Baltimore,SL,157,87.69299363057318,0.05732484076433121,4,0,2.0,,10.2,MLB-AL,0.10191082802547771,0.050955414012738856,,,0.3057324840764331,,,0.19745222929936307,,,0.006369426751592357,,,0.3375796178343949
Nick Vincent,30,Seattle,FC,945,88.28719576719575,0.05291005291005291,69,0,3.0,3.0,64.2,MLB-AL,0.047619047619047616,0.005291005291005291,,0.508994708994709,0.35873015873015873,,,0.07089947089947089,,,,,,0.008465608465608466
Arodys Vizcaino,26,Atlanta,FT,861,93.20153664302595,0.0743321718931475,62,0,5.0,3.0,57.1,MLB-NL,0.028368794326241134,,,,0.17494089834515367,,,0.4397163120567376,,,,,,0.35697399527186763
Edinson Volquez,33,Miami,SI,1516,88.6573597359736,0.05343007915567282,17,17,4.0,8.0,92.1,MLB-NL,0.25346534653465347,,,,0.14587458745874587,,,,0.17623762376237623,,,,0.42442244224422443,
Chris Volstad,30,Chicago,SI,269,88.90929368029738,0.03717472118959108,6,2,1.0,2.0,19.1,MLB-AL,0.137546468401487,0.1895910780669145,,,0.07063197026022305,,,,,,,,0.5464684014869888,0.055762081784386616
Michael Wacha,25,St. Louis,FF,2690,90.87274422073065,0.058736059479553904,30,30,12.0,9.0,165.2,MLB-NL,0.18544776119402986,0.11492537313432835,,0.16865671641791044,0.49589552238805973,,,0.03470149253731343,,,0.00037313432835820896,,,
Adam Wainwright,35,St. Louis,SI,2155,83.55662763466037,0.044547563805104405,24,23,12.0,5.0,123.1,MLB-NL,0.04119850187265917,0.2602996254681648,0.003745318352059925,0.2345505617977528,0.19194756554307116,,,,,,0.0009363295880149813,,0.26732209737827717,
Taijuan Walker,24,Arizona,FF,2791,89.54899641577082,0.053385883195987104,28,28,9.0,9.0,157.1,MLB-NL,,0.12473118279569892,,0.14946236559139786,0.5487455197132617,,0.13763440860215054,0.03906810035842294,,,0.00035842293906810036,,,
Adam Warren,29,New York,SL,1013,88.1631422924901,0.055281342546890426,46,0,3.0,2.0,57.1,MLB-AL,0.09683794466403162,0.07312252964426877,,0.0009881422924901185,0.3794466403162055,,,0.007905138339920948,,,,,,0.441699604743083
Tony Watson,32,"Pittsburgh,Los Angeles",SI,1094,90.83194829178206,0.051188299817184646,71,0,7.0,4.0,66.2,MLB-NL,0.18542435424354242,,,,,,,,,,,,0.6586715867158671,0.1559040590405904
Jered Weaver,34,San Diego,FF,671,79.69533834586466,0.03427719821162444,9,9,,5.0,42.1,MLB-NL,0.1774436090225564,0.17593984962406015,,,0.2887218045112782,,,0.20601503759398496,,,0.0015037593984962407,,,0.15037593984962405
Luke Weaver,23,St. Louis,FF,1046,89.18227969348646,0.06883365200764818,13,10,7.0,2.0,60.1,MLB-NL,0.25645933014354066,0.11674641148325358,,0.023923444976076555,0.5933014354066986,,,0.009569377990430622,,,,,,
Zack Wheeler,27,New York,FF,1561,90.82935897435908,0.051889814221652786,17,17,3.0,7.0,87.0,MLB-NL,0.046794871794871795,0.1346153846153846,,,0.4115384615384615,,,0.20384615384615384,,,,,,0.2032051282051282
Chase Whitley,28,Tampa Bay,FF,829,85.61183574879212,0.05186972255729795,41,0,2.0,1.0,57.1,MLB-AL,0.3007246376811594,0.006038647342995169,,,0.4335748792270531,,,0.0012077294685990338,,,0.0024154589371980675,,,0.2560386473429952
Tom Wilhelmsen,33,Arizona,FF,453,89.92831858407084,0.037527593818984545,27,0,1.0,1.0,26.1,MLB-NL,0.033185840707964605,0.17699115044247787,,,0.3473451327433628,,,0.2234513274336283,,,,,,0.21902654867256638
Adam Wilk,29,"Minnesota,New York",FF,302,85.26986754966882,0.026490066225165563,4,2,,2.0,14.0,"MLB-AL,MLB-NL",0.19536423841059603,0.1291390728476821,,,0.5463576158940397,,,0.0033112582781456954,,,,,,0.12582781456953643
Aaron Wilkerson,28,Milwaukee,FF,138,85.22408759124086,0.050724637681159424,3,2,1.0,,10.1,MLB-NL,0.072992700729927,0.19708029197080293,,,0.5547445255474452,,,,,,,,,0.17518248175182483
Trevor Williams,25,Pittsburgh,FF,2423,89.66087675765104,0.048287247214197276,31,25,7.0,9.0,150.1,MLB-NL,0.10421836228287841,0.01943755169561621,,,0.489247311827957,,,,,,,,0.22373862696443342,0.16335814722911496
Alex Wilson,30,Detroit,SL,951,90.46857142857137,0.04416403785488959,66,0,2.0,5.0,60.0,MLB-AL,0.0031678986272439284,0.06546990496304118,,,0.29778247096092925,,,0.2893347412882788,,,,,,0.34424498416050686
Justin Wilson,29,"Chicago,Detroit",FF,1139,93.82844600526762,0.07023705004389816,65,0,4.0,4.0,58.0,"MLB-NL,MLB-AL",0.001755926251097454,,,0.218612818261633,0.659350307287094,,,0.016681299385425813,,,,,,0.10359964881474978
Tyler Wilson,27,Baltimore,FF,265,88.21969696969694,0.033962264150943396,9,1,2.0,2.0,15.1,MLB-AL,0.06818181818181818,0.21212121212121213,,0.03787878787878788,0.49242424242424243,,,0.1893939393939394,,,,,,
Dan Winkler,27,Atlanta,FF,234,90.31111111111112,0.07692307692307693,16,0,1.0,1.0,14.1,MLB-NL,0.0641025641025641,0.17094017094017094,,0.3247863247863248,0.38461538461538464,,,0.05555555555555555,,,,,,
Matt Wisler,24,Atlanta,FT,557,87.43633093525169,0.03949730700179533,20,1,,1.0,32.1,MLB-NL,0.01618705035971223,0.044964028776978415,,,0.1474820143884892,,,0.4136690647482014,,,,,,0.3776978417266187
Nick Wittgren,26,Miami,FF,753,90.19495351925627,0.057104913678618856,38,0,3.0,1.0,42.1,MLB-NL,0.0903054448871182,,,,0.7237715803452855,,,,,,,,,0.18592297476759628
Asher Wojciechowski,28,Cincinnati,FF,1106,88.57599637681157,0.05786618444846293,25,8,4.0,3.0,62.1,MLB-NL,0.10869565217391304,,,,0.6186594202898551,,,,,,0.0009057971014492754,,,0.2717391304347826
Alex Wood,26,Los Angeles,FT,2439,88.07236139630388,0.06724067240672407,27,25,16.0,3.0,152.1,MLB-NL,0.25810422650800163,,,,,,,0.5051292572835453,0.23676651620845302,,,,,
Blake Wood,31,"Cincinnati,Los Angeles",SL,1283,92.77390625000007,0.06547155105222136,72,0,3.0,4.0,74.1,"MLB-NL,MLB-AL",0.00078125,,,,0.2203125,,0.1046875,,,,0.0015625,,0.3328125,0.33984375
Travis Wood,30,"Kansas City,San Diego",FF,1711,85.94238875878204,0.03798947983635301,39,14,4.0,7.0,94.1,"MLB-AL,MLB-NL",0.08708357685563997,0.04734073641145529,,0.2016364699006429,0.46697837521917007,,,0.09643483343074226,,,,,,0.1005260081823495
Brandon Woodruff,24,Milwaukee,FF,716,90.80684357541898,0.0446927374301676,8,8,2.0,3.0,43.0,MLB-NL,0.12849162011173185,,,,0.6033519553072626,,,,,,,,,0.2681564245810056
Brandon Workman,28,Boston,FF,609,88.520197044335,0.060755336617405585,33,0,1.0,1.0,39.2,MLB-AL,,,,0.24958949096880131,0.5123152709359606,,,,0.23809523809523808,,,,,
Vance Worley,29,Miami,FT,1238,88.19175424413906,0.04038772213247173,24,12,2.0,6.0,71.2,MLB-NL,0.004850444624090542,,,0.36863379143088115,0.13500404203718674,,,0.423605497170574,0.06790622473726758,,,,,
Daniel Wright,26,Los Angeles,SI,314,84.88853503184713,0.03503184713375796,5,2,,1.0,19.2,MLB-AL,0.20382165605095542,0.17197452229299362,,,0.20382165605095542,,,,,,0.0031847133757961785,,0.27070063694267515,0.1464968152866242
Mike Wright Jr.,27,Baltimore,SI,417,90.6486810551559,0.0671462829736211,13,0,,,25.0,MLB-AL,0.07194244604316546,0.007194244604316547,,0.002398081534772182,0.2973621103117506,,,,,,,,0.31414868105515587,0.3069544364508393
Steven Wright,32,Boston,KN,383,73.75718015665794,0.033942558746736295,5,5,1.0,3.0,24.0,MLB-AL,,0.09921671018276762,,,0.10182767624020887,,,,,0.7989556135770235,,,,
Jimmy Yacabonis,25,Baltimore,FT,337,92.40652818991096,0.02373887240356083,14,0,2.0,,20.2,MLB-AL,0.04747774480712166,,,,0.002967359050445104,,,0.7240356083086054,,,,,,0.22551928783382788
Kirby Yates,30,"San Diego,Los Angeles",FF,965,90.92806652806657,0.09119170984455958,62,0,4.0,5.0,56.2,"MLB-NL,MLB-AL",,,,,0.5353430353430353,,0.10810810810810811,0.08835758835758836,,,,,,0.2681912681912682
Gabriel Ynoa,24,Baltimore,SI,540,89.92740740740736,0.04814814814814815,9,4,2.0,3.0,34.2,MLB-AL,0.07407407407407407,0.001851851851851852,,0.005555555555555556,0.16111111111111112,,,,,,,,0.387037037037037,0.37037037037037035
Michael Ynoa,25,Chicago,FT,594,88.8526936026936,0.03872053872053872,22,0,1.0,,29.0,MLB-AL,0.058922558922558925,0.16498316498316498,,,0.10942760942760943,,,0.4158249158249158,,,,,,0.25084175084175087
Chris Young,38,Kansas City,SL,536,84.08973880597019,0.041044776119402986,14,2,,,30.0,MLB-AL,0.007462686567164179,,,,0.42723880597014924,,,,,,,,,0.5652985074626866
Rob Zastryzny,25,Chicago,FF,247,86.52793522267206,0.044534412955465584,4,0,,,13.0,MLB-NL,0.024291497975708502,0.1214574898785425,,0.21052631578947367,0.6437246963562753,,,,,,,,,
Brad Ziegler,37,Miami,SI,697,79.45689655172411,0.03730272596843615,53,0,1.0,4.0,47.0,MLB-NL,0.22270114942528735,0.21120689655172414,,,,,,,,,,,0.5660919540229885,
Jordan Zimmermann,31,Detroit,FF,2644,88.82149886449659,0.03895612708018154,29,29,8.0,13.0,160.0,MLB-AL,0.06129398410896708,0.15588346575860765,,,0.44532727960650775,,,0.09458948164964057,,,0.00037835792659856227,,,0.2425274309496784
Tony Zych,26,Seattle,SL,639,88.98824451410665,0.054773082942097026,45,0,6.0,3.0,40.2,MLB-AL,,0.001567398119122257,,,0.2727272727272727,,,,,,,,0.3322884012539185,0.3934169278996865
