Name,Age,Tm,Max,Pitch_num,Speed,strikeout,G,GS,W,L,IP,Lev,CH,CU,EP,FC,FF,FO,FS,FT,KC,KN,PO,SC,SI,SL
Rich Hill,37,Los Angeles,FF,2499,82.78226581265007,0.07603041216486595,25,25,12.0,8.0,135.2,MLB-NL,0.001600640256102441,0.40376150460184074,,0.028011204481792718,0.54421768707483,,,0.013605442176870748,,,,,,0.008803521408563426
Jeff Hoffman,24,Colorado,FF,1610,89.70372902423858,0.05093167701863354,23,16,6.0,5.0,99.1,MLB-NL,0.06028589185829708,0.18023617153511498,,,0.6693598508390305,,,,,,,,,0.09011808576755749
Jonathan Holder,24,New York,FF,657,85.91541984732818,0.060882800608828,37,0,1.0,1.0,39.1,MLB-AL,0.013719512195121951,0.2820121951219512,,,0.37652439024390244,,,0.001524390243902439,,,,,,0.32621951219512196
Derek Holland,30,Chicago,SI,2460,86.11859235150524,0.04227642276422764,29,26,7.0,14.0,135.0,MLB-AL,0.10374288039056143,,,,0.1899918633034988,,,,0.22497965825874694,,,,0.3608624898291294,0.12042310821806347
Greg Holland,31,Colorado,SL,901,88.50099889012213,0.07769145394006659,61,0,3.0,6.0,57.1,MLB-NL,,0.06326304106548279,,,0.4384017758046615,,,,,,,,,0.4983351831298557
David Holmberg,25,Chicago,FF,1075,83.05890027958998,0.030697674418604652,37,7,2.0,4.0,57.2,MLB-AL,0.19944082013047532,0.1435228331780056,,,0.43709226467847156,,,0.045666356011183594,,,,,,0.17427772600186392
J.J. Hoover,29,Arizona,FF,822,88.6099756690997,0.06569343065693431,52,0,3.0,1.0,41.1,MLB-NL,0.0072992700729927005,0.06082725060827251,,,0.5145985401459854,,,0.06204379562043796,,,,,,0.35523114355231145
J.P. Howell,34,Toronto,SI,193,82.8340314136126,0.031088082901554404,16,0,1.0,1.0,11.0,MLB-AL,0.078125,,,,0.010416666666666666,,,,0.28125,,,,0.6302083333333334,
James Hoyt,30,Houston,SL,850,88.36792452830198,0.07764705882352942,43,0,1.0,,49.1,MLB-AL,0.09540636042402827,,,,0.3474676089517079,,,0.05771495877502945,,,,,,0.4994110718492344
Daniel Hudson,30,Pittsburgh,FF,1101,91.77490909090912,0.05994550408719346,71,0,2.0,7.0,61.2,MLB-NL,0.13818181818181818,,,,0.41,,,0.1918181818181818,,,0.0009090909090909091,,,0.2590909090909091
Jared Hughes,31,Milwaukee,SI,910,91.88813186813186,0.05274725274725275,67,0,5.0,3.0,59.2,MLB-NL,0.014285714285714285,,,,0.08241758241758242,,,,,,,,0.6923076923076923,0.210989010989011
Phil Hughes,31,Minnesota,FF,907,85.55424476295474,0.04189636163175303,14,9,4.0,3.0,53.2,MLB-AL,0.1422271223814774,,,0.18412348401323042,0.32083792723263505,,,0.15214994487320838,0.20066152149944874,,,,,
Tommy Hunter,30,Tampa Bay,FC,872,92.78239355581134,0.07339449541284404,61,0,3.0,5.0,58.2,MLB-AL,,0.25688073394495414,,0.2855504587155963,0.21788990825688073,,,0.2396788990825688,,,,,,
Jason Hursh,25,Atlanta,FT,173,91.64883720930231,0.04046242774566474,9,0,1.0,,10.2,MLB-NL,,,,,0.3081395348837209,,,0.4011627906976744,,,0.005813953488372093,,,0.28488372093023256
Raisel Iglesias,27,Cincinnati,FF,1232,91.76352558895206,0.07467532467532467,63,0,3.0,3.0,76.0,MLB-NL,0.13555194805194806,0.0016233766233766235,,,0.3352272727272727,,,,,,,,0.22564935064935066,0.30194805194805197
Hisashi Iwakuma,36,Seattle,FC,471,81.38391304347823,0.03397027600849257,6,6,,2.0,31.0,MLB-AL,,0.06881720430107527,,0.3419354838709677,0.2086021505376344,,0.1935483870967742,,,,,,0.1870967741935484,
Edwin Jackson,33,"Washington,Baltimore",FF,1302,90.0679723502304,0.04608294930875576,16,13,5.0,6.0,76.0,"MLB-NL,MLB-AL",0.0629800307219662,0.07834101382488479,,,0.37864823348694315,,,0.22580645161290322,,,,,,0.2542242703533026
Luke Jackson,25,Atlanta,FF,815,89.67936305732485,0.04049079754601227,43,0,2.0,,50.2,MLB-NL,0.011464968152866241,0.17070063694267515,,,0.513375796178344,,,0.003821656050955414,,,,,,0.3006369426751592
Kenley Jansen,29,Los Angeles,FC,1241,92.50889070146832,0.10394842868654311,65,0,5.0,,68.1,MLB-NL,,,,0.8557457212713936,0.061124694376528114,,,,,,,,,0.08312958435207823
Myles Jaye,25,Detroit,FT,268,86.07985074626865,0.014925373134328358,5,2,1.0,2.0,12.2,MLB-AL,0.0708955223880597,0.12313432835820895,,,0.21641791044776118,,,0.3880597014925373,,,,,,0.20149253731343283
Jeremy Jeffress,29,"Texas,Milwaukee",FT,1144,91.03631532329474,0.044580419580419584,61,1,5.0,2.0,65.1,"MLB-AL,MLB-NL",,,,,0.17641843971631205,,0.14716312056737588,0.4875886524822695,0.18882978723404256,,,,,
Dan Jennings,30,"Chicago,Tampa Bay",SL,1040,87.69144230769231,0.04903846153846154,77,0,3.0,1.0,62.2,MLB-AL,,,,,0.06634615384615385,,,0.4528846153846154,,,,,,0.4807692307692308
Joe Jimenez,22,Detroit,FF,407,91.90958230958229,0.04176904176904177,24,0,,2.0,19.0,MLB-AL,0.12776412776412777,,,,0.6265356265356266,,,,,,,,,0.2457002457002457
Ubaldo Jimenez,33,Baltimore,FT,2587,86.90665119876248,0.05373018940858137,31,25,6.0,11.0,142.2,MLB-AL,,0.0425531914893617,,0.008123791102514507,0.18916827852998067,,0.20038684719535782,0.358220502901354,,,0.0015473887814313346,,,0.2
Brian Johnson,26,Boston,FF,448,82.18102678571431,0.046875,5,5,2.0,,27.0,MLB-AL,0.044642857142857144,0.28348214285714285,,,0.5558035714285714,,,0.006696428571428571,,,,,,0.109375
Jim Johnson,34,Atlanta,FT,975,89.42353545734848,0.06256410256410257,61,0,6.0,3.0,56.2,MLB-NL,0.047276464542651594,0.27029804727646456,,,0.0750256937307297,,,0.6073997944501541,,,,,,
Nate Jones,31,Chicago,FT,203,92.80738916256156,0.07389162561576355,11,0,1.0,,11.2,MLB-AL,0.009852216748768473,,,,,,,0.5221674876847291,,,,,,0.46798029556650245
Jakob Junis,24,Kansas City,SI,1525,86.61162943495404,0.05245901639344262,20,16,9.0,3.0,98.1,MLB-AL,0.0688976377952756,0.03740157480314961,,,0.20931758530183728,,,,,,,,0.3451443569553806,0.339238845144357
Tommy Kahnle,27,"New York,Chicago",FF,1164,94.78297506448857,0.09106529209621993,69,0,2.0,4.0,62.2,MLB-AL,0.23883161512027493,,,0.000859106529209622,0.6245704467353952,,,0.03006872852233677,,,,,,0.1056701030927835
Nate Karns,29,Kansas City,FF,749,88.63409090909083,0.06809078771695594,9,8,2.0,2.0,45.1,MLB-AL,0.14705882352941177,,,,0.4117647058823529,,,0.08155080213903744,0.35962566844919786,,,,,
Keone Kela,24,Texas,FF,614,90.80735294117642,0.08306188925081433,39,0,4.0,1.0,38.2,MLB-AL,0.013050570962479609,0.40456769983686786,,,0.5823817292006526,,,,,,,,,
Shawn Kelley,33,Washington,FF,513,87.67825203252033,0.04873294346978557,33,0,3.0,2.0,26.0,MLB-NL,,,,,0.5763747454175153,,,0.016293279022403257,,,,,,0.4073319755600815
Joe Kelly,29,Boston,FF,1072,94.30904850746289,0.049440298507462684,54,0,4.0,1.0,58.0,MLB-AL,0.03171641791044776,0.0009328358208955224,,,0.3180970149253731,,,0.3087686567164179,0.18097014925373134,,,,,0.15951492537313433
Ian Kennedy,32,Kansas City,FF,2641,88.30561456752653,0.049602423324498296,30,30,5.0,13.0,154.0,MLB-AL,0.1152388172858226,,,,0.3066717210007581,,,0.3009855951478393,0.1573161485974223,,,,,0.1197877179681577
Clayton Kershaw,29,Los Angeles,FF,3017,88.17299592391306,0.07789194564136559,27,27,18.0,4.0,175.0,MLB-NL,0.009514101257220523,0.16445803601766903,,,0.4740061162079511,,,0.014610941216445803,,,,,,0.33741080530071355
Dallas Keuchel,29,Houston,FT,2655,85.5384383251603,0.059133709981167605,23,23,14.0,5.0,145.2,MLB-AL,0.11500754147812971,,,0.12104072398190045,0.049019607843137254,,,0.5203619909502263,,,,,,0.19457013574660634
Craig Kimbrel,29,Boston,FF,1202,94.87845257903489,0.1064891846921797,67,0,5.0,,69.0,MLB-AL,,,,,0.6813643926788685,,,0.0024958402662229617,0.3161397670549085,,,,,
Brandon Kintzler,32,"Washington,Minnesota",SI,1163,92.38864027538723,0.0352536543422184,72,0,4.0,3.0,71.1,"MLB-NL,MLB-AL",0.05421686746987952,,,,0.20654044750430292,,,,,,,,0.6049913941480206,0.1342512908777969
Andrew Kittredge,27,Tampa Bay,SL,245,87.11428571428567,0.05714285714285714,15,0,,1.0,15.1,MLB-AL,,,,,0.2897959183673469,,,,,,,,,0.710204081632653
Corey Kluber,31,Cleveland,CU,3088,89.06090909090919,0.08905440414507772,29,29,18.0,4.0,203.2,MLB-AL,0.06201298701298701,0.28603896103896104,,0.22727272727272727,0.1435064935064935,,,,,,,,0.2811688311688312,
Corey Knebel,25,Milwaukee,FF,1359,92.57049300956602,0.09271523178807947,76,0,1.0,4.0,76.0,MLB-NL,,,,,0.7172312223858616,,,,0.28276877761413843,,,,,
Tom Koehler,31,"Miami,Toronto",FF,1282,87.9651017214397,0.0483619344773791,27,13,1.0,7.0,72.2,"MLB-NL,MLB-AL",0.05794831636648395,,,,0.42364917776037586,,,0.09788566953797964,0.21456538762725136,,,,,0.20595144870790916
George Kontos,32,"San Francisco,Pittsburgh",FC,1020,87.36286836935174,0.06862745098039216,65,0,1.0,6.0,66.1,MLB-NL,0.007850834151128557,0.018645731108930325,,0.5220804710500491,0.1393523061825319,,,0.11285574092247301,,,0.0009813542688910696,,,0.19823356231599606
Ian Krol,26,Atlanta,SL,862,89.69025270758125,0.05104408352668213,51,0,2.0,2.0,49.0,MLB-NL,0.009626955475330927,0.08904933814681107,,,0.31889290012033694,,,0.18531889290012032,,,,,,0.3971119133574007
Chad Kuhl,24,Pittsburgh,SI,2686,92.5336936265373,0.05286671630677588,31,31,8.0,11.0,157.1,MLB-NL,0.09798807749627422,,,,0.30588673621460505,,,,0.06184798807749627,,,,0.3286140089418778,0.20566318926974664
John Lackey,38,Chicago,FF,2842,86.62566371681403,0.05348346235045742,31,30,12.0,12.0,170.2,MLB-NL,0.04563141139016626,0.07463742483197736,,0.35585426246904844,0.39370357269189954,,,0.1301733286169084,,,,,,
Dinelson Lamet,24,San Diego,FF,1941,90.88137629710545,0.0716125708397733,21,21,7.0,8.0,115.0,MLB-NL,0.05188421627525942,0.012015292190060076,,,0.4380120152921901,,,0.1152375750955762,,,,,,0.3828509011469143
Mat Latos,29,Toronto,FF,262,88.52260536398467,0.03816793893129771,3,3,,1.0,15.0,MLB-AL,0.08076923076923077,0.03076923076923077,,,0.4153846153846154,,,0.17692307692307693,,,,,,0.29615384615384616
Derek Law,26,San Francisco,FF,638,86.93385579937306,0.054858934169279,41,0,4.0,1.0,37.1,MLB-NL,0.07210031347962383,0.19278996865203762,,,0.5203761755485894,,,0.0219435736677116,,,,,,0.19278996865203762
Casey Lawrence,29,"Seattle,Toronto",SI,973,87.60205973223466,0.05344295991778006,27,2,2.0,3.0,55.1,MLB-AL,0.1627188465499485,0.010298661174047374,,,0.2924819773429454,,,,,,,,0.30072090628218334,0.23377960865087538
Tommy Layne,32,New York,FC,245,84.12000000000005,0.036734693877551024,19,0,,,13.0,MLB-AL,0.17551020408163265,0.044897959183673466,,0.37551020408163266,0.07346938775510205,,,0.17551020408163265,,,,,,0.15510204081632653
Mike Leake,29,"St. Louis,Seattle",SI,2779,87.21369812706588,0.046779417056495146,31,31,10.0,13.0,186.0,"MLB-NL,MLB-AL",0.11935365405802424,,,0.1909658464928388,0.03158281307381564,,,,0.06647080426000734,,,,0.45207491737054717,0.1395519647447668
Wade LeBlanc,32,Pittsburgh,CH,1068,83.01190253045922,0.05056179775280899,50,0,5.0,2.0,68.0,MLB-NL,0.27247191011235955,0.05149812734082397,,0.2631086142322097,0.21348314606741572,,,0.13295880149812733,,,,,,0.06647940074906367
Jose Leclerc,23,Texas,FF,865,89.92314814814816,0.06936416184971098,47,0,2.0,3.0,46.1,MLB-AL,0.06496519721577726,0.05336426914153132,,0.09396751740139211,0.41879350348027844,,,0.09048723897911833,,,,,,0.27842227378190254
Dominic Leone,25,Toronto,FF,1082,91.27042513863213,0.07486136783733827,65,0,3.0,,70.1,MLB-AL,,,,0.3632162661737523,0.43715341959334564,,,0.10351201478743069,,,,,,0.09611829944547134
Jon Lester,33,Chicago,FF,3375,87.66460807600953,0.055407407407407405,32,32,13.0,8.0,180.2,MLB-NL,0.08580760095011876,0.13153206650831353,,0.26870546318289784,0.38895486935866985,,,,,,,,0.125,
Artie Lewicki,25,Detroit,FF,192,88.16649214659684,0.03125,4,1,,1.0,10.1,MLB-AL,0.07329842931937172,0.2094240837696335,,,0.5287958115183246,,,,,,,,,0.18848167539267016
Josh Lindblom,30,Pittsburgh,FF,186,87.14731182795701,0.053763440860215055,4,0,,,10.1,MLB-NL,0.08602150537634409,0.0913978494623656,,0.14516129032258066,0.41397849462365593,,,0.1881720430107527,,,,,,0.07526881720430108
Francisco Liriano,33,"Toronto,Houston",FT,1785,89.25574873808195,0.04873949579831933,38,18,6.0,7.0,97.0,MLB-AL,0.16601233875490745,0.005047672462142457,,,0.17162086371284352,,,0.33370723499719573,,,,,,0.3236118900729108
Ben Lively,25,Philadelphia,FF,1411,86.51292613636366,0.0368532955350815,15,15,4.0,7.0,88.2,MLB-NL,0.0539389638041164,0.2036905606813343,,,0.42938254080908445,,,0.18381831085876507,,,,,,0.12916962384669978
Jeff Locke,29,Miami,FT,574,86.14520069808023,0.04529616724738676,7,7,,5.0,32.0,MLB-NL,0.23909249563699825,,,,0.24781849912739964,,,0.34205933682373474,0.17102966841186737,,,,,
Boone Logan,32,Cleveland,SL,363,88.096694214876,0.07713498622589532,38,0,1.0,,21.0,MLB-AL,,,,,0.2534435261707989,,,0.14600550964187328,,,,,,0.6005509641873278
Reynaldo Lopez,23,Chicago,FF,767,89.5865359477123,0.03911342894393742,8,8,3.0,3.0,47.2,MLB-AL,0.25945241199478486,0.1290743155149935,,,0.5840938722294654,,,0.010430247718383311,,,,,,0.01694915254237288
Michael Lorenzen,25,Cincinnati,FT,1366,92.5564421669108,0.05856515373352855,70,0,8.0,4.0,83.0,MLB-NL,0.021961932650073207,0.1171303074670571,,0.19326500732064422,0.23572474377745242,,,0.2767203513909224,,,0.0007320644216691069,,,0.15446559297218154
Aaron Loup,29,Toronto,SI,1008,88.03164682539693,0.06349206349206349,70,0,2.0,3.0,57.2,MLB-AL,0.14186507936507936,0.10218253968253968,,0.10218253968253968,0.006944444444444444,,,,,,,,0.6468253968253969,
Seth Lugo,27,New York,FT,1641,86.97558139534884,0.0517976843388178,19,18,7.0,5.0,101.1,MLB-NL,0.1689106487148103,0.1744186046511628,,0.0208078335373317,0.22276621787025705,,,0.2631578947368421,,,,,,0.1499388004895961
Jordan Lyles,26,"Colorado,San Diego",FF,1259,90.48679999999999,0.043685464654487687,38,5,1.0,5.0,69.2,MLB-NL,0.05915267785771383,0.2070343725019984,,,0.2965627498001599,,,0.24700239808153476,,,,,,0.19024780175859313
Lance Lynn,30,St. Louis,FT,3151,90.42565977742434,0.04855601396382101,33,33,11.0,8.0,186.1,MLB-NL,0.05340114431023522,0.04799745708836618,,0.1048951048951049,0.36713286713286714,,,0.426255562619199,,,0.0003178639542275906,,,
Tyler Lyons,29,St. Louis,SL,902,84.61198668146518,0.07538802660753881,50,0,4.0,1.0,54.0,MLB-NL,0.05438401775804662,0.003329633740288568,,,0.22086570477247502,,,,,,,,0.20532741398446172,0.516093229744728
Austin Maddox,26,Boston,FT,316,91.74082278481009,0.05063291139240506,13,0,,,17.1,MLB-AL,0.2974683544303797,,,,0.3069620253164557,,,0.3449367088607595,,,,,,0.05063291139240506
Ryan Madson,36,"Washington,Oakland",FT,931,91.41010752688175,0.07626208378088077,60,0,5.0,4.0,59.0,"MLB-NL,MLB-AL",0.14930182599355532,0.19011815252416756,,,0.32653061224489793,,,0.3319011815252417,,,0.0010741138560687433,,,0.0010741138560687433
Kenta Maeda,29,Los Angeles,FF,2333,86.45685431886535,0.06429489927132448,29,25,13.0,6.0,134.1,MLB-NL,0.09926944563816072,0.13493768801031372,,0.07993124194241513,0.3403523850451225,,,0.08551783412118608,,,0.0004297378599054577,,,0.25956166738289643
Tyler Mahle,22,Cincinnati,FF,369,89.54483695652172,0.037940379403794036,4,4,1.0,2.0,20.0,MLB-NL,0.08423913043478261,0.019021739130434784,,,0.6440217391304348,,,,,,,,,0.25271739130434784
Sean Manaea,25,Oakland,FF,2688,87.63694599627573,0.052083333333333336,29,29,12.0,10.0,158.2,MLB-AL,0.24330357142857142,,,,0.5818452380952381,,,,,,,,0.0011160714285714285,0.17373511904761904
Jhan Marinez,28,"Pittsburgh,Milwaukee,Texas",FT,970,92.45469556243545,0.04639175257731959,43,0,,3.0,58.1,"MLB-NL,MLB-AL",0.13725490196078433,,,,0.1568627450980392,,,0.4695562435500516,,,,,,0.23632610939112486
German Marquez,22,Colorado,FF,2661,90.49634651600743,0.0552423900789177,29,29,11.0,7.0,162.0,MLB-NL,0.05499058380414312,0.25310734463276835,,,0.5133709981167608,,,0.13822975517890773,,,,,,0.040301318267419964
Francis Martes,21,Houston,FF,1027,91.20467380720541,0.06718597857838364,32,4,5.0,2.0,54.1,MLB-AL,0.0798442064264849,0.36903602726387535,,,0.5501460564751705,,,0.0009737098344693282,,,,,,
Carlos Martinez,25,St. Louis,FF,3132,91.37974399999989,0.06928480204342273,32,32,12.0,11.0,205.0,MLB-NL,0.1696,0.016,,,0.28096,,,0.27392,,,0.00032,,,0.2592
Nick Martinez,26,Texas,FF,1815,88.7949832775919,0.03691460055096419,23,18,3.0,8.0,111.1,MLB-AL,0.11705685618729098,0.18729096989966554,,0.1326644370122631,0.38127090301003347,,,0.18171683389074694,,,,,,
Phil Maton,24,San Diego,FF,730,89.78723702664794,0.06301369863013699,46,0,3.0,2.0,43.0,MLB-NL,0.014025245441795231,,,,0.758765778401122,,,,,,,,,0.22720897615708274
Steven Matz,26,New York,SI,1170,88.05504273504286,0.041025641025641026,13,13,2.0,7.0,66.2,MLB-NL,0.13418803418803418,0.23247863247863249,,,0.002564102564102564,,,,,,,,0.588034188034188,0.042735042735042736
Brandon Maurer,26,"San Diego,Kansas City",FF,1027,91.66321951219523,0.05744888023369036,68,0,3.0,6.0,59.1,"MLB-NL,MLB-AL",0.14341463414634145,,,,0.5502439024390244,,,0.014634146341463415,,,,,,0.2917073170731707
Tim Mayza,25,Toronto,SL,340,90.00558823529408,0.07941176470588235,19,0,1.0,,17.0,MLB-AL,,,,,0.49117647058823527,,,0.0029411764705882353,,,,,,0.5058823529411764
Zach McAllister,29,Cleveland,FF,975,92.50185185185178,0.06769230769230769,50,0,2.0,2.0,62.0,MLB-AL,,0.19650205761316872,,0.00102880658436214,0.6893004115226338,,,0.11213991769547325,,,0.00102880658436214,,,
Brandon McCarthy,33,Los Angeles,FF,1468,89.71326042378678,0.04904632152588556,19,16,6.0,4.0,92.2,MLB-NL,0.025255972696245733,0.21228668941979523,,0.23754266211604094,0.29419795221843004,,,,,,,,0.2129692832764505,0.017747440273037544
Kevin McCarthy,25,Kansas City,SI,715,90.6751048951049,0.03776223776223776,33,0,1.0,,45.0,MLB-AL,0.1972027972027972,,,,,,,,,,,,0.6097902097902098,0.193006993006993
Lance McCullers Jr.,23,Houston,KC,2334,89.45111779879632,0.06469580119965725,22,22,7.0,4.0,118.2,MLB-AL,0.10481099656357389,,,,0.2186426116838488,,,0.1799828178694158,0.4965635738831615,,,,,
T.J. McFarland,28,Arizona,SI,829,89.11531966224369,0.03498190591073583,43,1,4.0,5.0,54.0,MLB-NL,0.12424607961399277,,,,0.0012062726176115801,,,,,,,,0.7285886610373945,0.14595898673100122
Jake McGee,30,Colorado,FF,947,93.84418604651171,0.061246040126715945,62,0,,2.0,57.1,MLB-NL,,,,,0.9249471458773785,,,0.009513742071881607,,,,,,0.06553911205073996
Dustin McGowan,35,Miami,SL,1176,90.9949787234043,0.05442176870748299,63,0,8.0,2.0,77.2,MLB-NL,0.06978723404255319,,,,0.31574468085106383,,,0.2782978723404255,,,,,,0.33617021276595743
Kyle McGrath,24,San Diego,FF,307,81.95979381443294,0.05211726384364821,17,0,,,19.0,MLB-NL,0.40893470790378006,0.07216494845360824,,,0.5189003436426117,,,,,,,,,
Deck McGuire,28,Cincinnati,FF,210,88.97942583732056,0.05238095238095238,6,2,1.0,1.0,13.2,MLB-NL,0.11483253588516747,0.07177033492822966,,,0.6028708133971292,,,0.03349282296650718,,,,,,0.17703349282296652
Collin McHugh,30,Houston,FF,1182,84.69458086367493,0.0583756345177665,12,12,5.0,2.0,63.1,MLB-AL,0.06345177664974619,0.20473773265651438,,0.1412859560067682,0.3663282571912014,,,0.08798646362098139,,,,,,0.1362098138747885
Adalberto Mejia,24,Minnesota,FF,1752,88.57329512893995,0.048515981735159815,21,21,4.0,7.0,98.0,MLB-AL,0.18014916810097534,0.022948938611589215,,,0.4348823866896156,,,0.12908777969018934,,,,,,0.23293172690763053
Mark Melancon,32,San Francisco,FC,502,88.69999999999999,0.05776892430278884,32,0,1.0,2.0,30.0,MLB-NL,,,,0.6135458167330677,0.13346613545816732,,0.00199203187250996,,0.250996015936255,,,,,
Yohander Mendez,22,Texas,FF,191,88.89947643979059,0.03664921465968586,7,0,,1.0,12.1,MLB-AL,0.15706806282722513,0.03664921465968586,,,0.3403141361256545,,,,,,,,0.2670157068062827,0.19895287958115182
Daniel Mengden,24,Oakland,FF,650,86.48938461538465,0.04461538461538461,7,7,3.0,2.0,43.0,MLB-AL,0.1325115562403698,0.1448382126348228,,,0.5546995377503852,,,0.0030816640986132513,,,,,,0.16486902927580893
Ryan Merritt,25,Cleveland,FF,320,82.66312499999998,0.021875,5,4,2.0,,20.2,MLB-AL,0.25625,0.1625,,0.259375,0.321875,,,,,,,,,
Alex Meyer,27,Los Angeles,CU,1169,91.38200692041525,0.0641573994867408,13,13,4.0,5.0,67.1,MLB-AL,0.01384083044982699,0.4005190311418685,,,0.3044982698961938,,,0.2811418685121107,,,,,,
Keynan Middleton,23,Los Angeles,FF,977,93.7344262295081,0.06448311156601842,64,0,6.0,1.0,58.1,MLB-AL,0.01842374616171955,,,,0.6274309109518935,,,,,,,,,0.3541453428863869
Wade Miley,30,Baltimore,FT,3054,87.36685227644932,0.04649639816633923,32,32,8.0,15.0,157.1,MLB-AL,0.10845347313237222,0.10288335517693316,,0.14285714285714285,0.25,,,0.28342070773263434,,,,,,0.11238532110091744
Andrew Miller,32,Cleveland,SL,1083,88.1761816496756,0.0951061865189289,57,0,4.0,3.0,62.2,MLB-AL,,,,,0.4103992571959146,,,0.013927576601671309,,,,,,0.5756731662024142
Shelby Miller,26,Arizona,FT,386,90.52311688311691,0.05181347150259067,4,4,2.0,2.0,22.0,MLB-NL,,0.16103896103896104,,0.2597402597402597,0.18441558441558442,,,0.3948051948051948,,,,,,
Hoby Milner,26,Philadelphia,SI,542,85.15369003690033,0.04059040590405904,37,0,,,31.1,MLB-NL,0.1088560885608856,0.22693726937269373,,,,,,,,,,,0.6642066420664207,
Tommy Milone,30,"New York,Milwaukee",FF,866,84.04849884526556,0.04387990762124711,17,8,1.0,3.0,48.1,MLB-NL,0.23672055427251731,0.14318706697459585,,0.05542725173210162,0.4387990762124711,,,0.07967667436489607,,,,,,0.046189376443418015
Juan Minaya,26,Chicago,FF,809,90.6542183622829,0.0630407911001236,40,0,3.0,2.0,43.2,MLB-AL,0.034739454094292806,0.19975186104218362,,0.0024813895781637717,0.45533498759305213,,,0.1662531017369727,,,0.0012406947890818859,,,0.1401985111662531
Mike Minor,29,Kansas City,FF,1192,90.60579345088169,0.0738255033557047,65,0,6.0,6.0,77.2,MLB-AL,0.10234899328859061,,,,0.4312080536912752,,,,0.07802013422818792,,,,0.03104026845637584,0.3573825503355705
A.J. Minter,23,Atlanta,FF,248,93.09596774193547,0.10483870967741936,16,0,,1.0,15.0,MLB-NL,,,,0.4879032258064516,0.5120967741935484,,,,,,,,,
Ariel Miranda,28,Seattle,FF,2662,87.75657400450788,0.05146506386175808,31,29,8.0,7.0,160.0,MLB-AL,,,,,0.5770097670924117,,0.16716754320060107,,,,,,,0.25582268970698724
Bryan Mitchell,26,New York,FF,535,91.01273408239705,0.03177570093457944,20,1,1.0,1.0,32.2,MLB-AL,,0.30711610486891383,,0.22284644194756553,0.3801498127340824,,,0.0898876404494382,,,,,,
Frankie Montas,24,Oakland,FF,620,94.07718446601943,0.05806451612903226,23,0,1.0,1.0,32.0,MLB-AL,0.05825242718446602,,,,0.3786407766990291,,,0.28317152103559873,,,,,,0.27993527508090615
Rafael Montero,26,New York,FF,2219,90.1203519855594,0.05137449301487156,34,18,5.0,11.0,119.0,MLB-NL,0.18592057761732853,,,,0.40794223826714804,,,0.15613718411552346,,,0.0004512635379061372,,,0.24954873646209386
Jordan Montgomery,24,New York,CU,2527,86.59861386138596,0.05698456667985754,29,29,9.0,7.0,155.1,MLB-AL,0.1889108910891089,0.2605940594059406,,,0.17425742574257425,,,0.24475247524752475,,,,,,0.1314851485148515
Mike Montgomery,27,Chicago,FF,2196,87.16297814207647,0.04735883424408015,44,14,7.0,8.0,130.2,MLB-NL,0.12340619307832422,0.23770491803278687,,0.10701275045537341,0.5318761384335154,,,,,,,,,
Andrew Moore,23,Seattle,FF,919,85.55163398692815,0.03373231773667029,11,9,1.0,5.0,59.0,MLB-AL,0.18627450980392157,0.1514161220043573,,,0.5250544662309368,,,,,,,,,0.13725490196078433
Matt Moore,28,San Francisco,FF,2875,88.19195402298843,0.051478260869565216,32,31,6.0,15.0,174.1,MLB-NL,0.15917798676419367,,,0.14733542319749215,0.5165447579240683,,,,0.1769418321142459,,,,,
Adam Morgan,27,Philadelphia,SL,906,86.02497237569072,0.0695364238410596,37,0,3.0,3.0,54.2,MLB-NL,0.25193370165745854,0.08839779005524862,,,0.13480662983425415,,,0.19668508287292819,,,,,,0.3281767955801105
Mike Morin,26,"Kansas City,Los Angeles",FF,344,81.9459302325581,0.046511627906976744,16,0,,,20.0,MLB-AL,0.34011627906976744,,,0.020348837209302327,0.3430232558139535,,,0.0377906976744186,,,,,,0.25872093023255816
Bryan Morris,30,San Francisco,FC,320,90.54718749999994,0.046875,20,0,2.0,,21.0,MLB-NL,0.003125,0.11875,,0.315625,0.309375,,,,,,,,0.253125,
Brandon Morrow,32,Los Angeles,FF,788,94.98732212160414,0.07868020304568528,45,0,6.0,,43.2,MLB-NL,,,,0.25097024579560157,0.6131953428201811,,,,,,,,,0.13583441138421734
Charlie Morton,33,Houston,FT,2724,89.69650349650355,0.06901615271659324,25,25,14.0,7.0,146.2,MLB-AL,,0.28597718071402284,,0.10783952889216047,0.12513801987486198,,0.05925653294074347,0.42105263157894735,,,0.000736105999263894,,,
Jason Motte,35,Atlanta,FC,652,90.07480798771127,0.04141104294478527,46,0,1.0,,40.2,MLB-NL,0.015360983102918587,,,0.5253456221198156,0.1935483870967742,,,0.2642089093701997,,,0.0015360983102918587,,,
Peter Moylan,38,Kansas City,SI,902,84.77591564927849,0.050997782705099776,79,0,,,59.1,MLB-AL,0.02885682574916759,,,,,,,,,,,,0.4983351831298557,0.4728079911209767
Joe Musgrove,24,Houston,FF,1850,88.34878312601408,0.05459459459459459,38,15,7.0,8.0,109.1,MLB-AL,0.09243243243243243,0.09027027027027026,,0.049189189189189186,0.4145945945945946,,,,,,,,0.08,0.2735135135135135
