Name,CH,CU,EP,FC,FF,FO,FS,FT,KC,KN,PO,SC,SI,SL
Caleb Smith,0.279411765,0,0,0,0.482352941,0,0,0.020588235,0,0,0,0,0,0.217647059
Joe Smith,0.006038647,0,0,0,0.245169082,0,0,0,0,0,0,0,0.421497585,0.327294686
Josh Smoker,0,0,0,0,0.553977273,0,0.161931818,0.013257576,0,0,0,0,0,0.270833333
Blake Snell,0.211335677,0.100615114,0,0,0.550527241,0,0,0,0,0,0,0,0,0.137521968
Miguel Socolovich,0.36,0,0,0,0.430769231,0,0,0.006153846,0,0,0,0,0,0.203076923
Sammy Solis,0.113006397,0,0,0,0.006396588,0,0,0,0.249466951,0,0,0,0.631130064,0
Joakim Soria,0.304128902,0.118831823,0,0,0.508559919,0,0,0,0,0,0,0,0,0.068479355
Craig Stammen,0.018039216,0,0,0,0.118431373,0,0,0,0.08,0,0,0,0.515294118,0.268235294
Ryne Stanek,0.044917258,0.007092199,0,0,0.671394799,0,0.082742317,0,0,0,0,0,0,0.193853428
Drew Steckenrider,0.051575931,0,0,0,0.732091691,0,0,0.044412607,0,0,0,0,0,0.171919771
Jackson Stephens,0.077294686,0.200483092,0,0,0.371980676,0,0,0.236714976,0,0,0.002415459,0,0,0.111111111
Robert Stephenson,0.170198223,0.089542037,0,0,0.546821599,0,0,0.000683527,0,0,0.001367054,0,0,0.19138756
Brock Stewart,0.264957265,0,0,0,0.314529915,0,0,0.304273504,0,0,0,0,0,0.116239316
Drew Storen,0.176017602,0,0,0,0.162816282,0,0,0,0,0,0,0,0.275027503,0.386138614
Matt Strahm,0.089783282,0.066563467,0,0,0.673374613,0,0,0,0,0,0,0,0,0.170278638
Dan Straily,0.177922078,0.029545455,0,0,0.447077922,0,0,0.056818182,0,0,0,0,0,0.288636364
Stephen Strasburg,0.178571429,0.215686275,0,0,0.453781513,0,0,0.094887955,0,0,0,0,0,0.057072829
Chris Stratton,0.075815739,0.185220729,0,0.174664107,0.354126679,0,0,0.094049904,0,0,0,0,0,0.116122841
Hunter Strickland,0.014256619,0,0,0,0.573319756,0,0,0.112016293,0,0,0,0,0,0.300407332
Ross Stripling,0.059934319,0,0,0,0.385878489,0,0,0,0.200328407,0,0.000821018,0,0,0.353037767
Marcus Stroman,0.060229446,0.035691523,0,0.035054175,0.112810707,0,0,0.512109624,0,0,0.000318674,0,0,0.243785851
Pedro Strop,0,0,0,0,0.204025618,0,0.164684355,0.346752059,0,0,0,0,0,0.284537969
Daniel Stumpf,0.06885759,0,0,0,0.411580595,0,0,0.189358372,0,0,0,0,0,0.330203443
Albert Suarez,0.083788707,0.256830601,0,0,0.346083789,0,0,0,0,0,0,0,0.147540984,0.16575592
Brent Suter,0.114664587,0.001560062,0,0,0.658346334,0,0,0.046021841,0,0,0,0,0,0.179407176
Anthony Swarzak,0,0,0,0,0.486077963,0,0,0,0,0,0,0,0,0.513922037
Noah Syndergaard,0.185185185,0.104575163,0,0,0.178649237,0,0,0,0,0,0,0,0.333333333,0.198257081
Jameson Taillon,0.098792062,0.259706644,0,0,0.290336497,0,0,0.351164797,0,0,0,0,0,0
Masahiro Tanaka,0,0.058557101,0,0.048527984,0.147848593,0,0.25008088,0,0,0,0,0,0.173406665,0.321578777
Ben Taylor,0.087431694,0,0,0,0.396174863,0,0,0.265027322,0,0,0,0,0,0.25136612
Junichi Tazawa,0,0.175858481,0,0,0.566077003,0.257023933,0,0,0,0,0,0,0,0.001040583
Julio Teheran,0.064947781,0.0904047,0,0,0.399151436,0,0,0.249020888,0,0,0,0,0,0.196475196
Ryan Tepera,0,0,0,0.402199529,0.289866457,0,0,0,0,0,0.001571092,0,0.295365279,0.010997643
Nick Tepesch,0.03,0.186666667,0,0,0.293333333,0,0,0,0,0,0,0,0.283333333,0.206666667
Jesen Therrien,0.022364217,0,0,0,0.306709265,0,0,0.223642173,0,0,0,0,0,0.447284345
Jake Thompson,0.171855542,0,0,0,0.333748443,0,0,0.270236613,0,0,0,0,0,0.224159402
Chris Tillman,0.148746518,0,0,0.007799443,0.311420613,0,0,0.189415042,0.083008357,0,0,0,0,0.259610028
Josh Tomlin,0.071799717,0.241851677,0,0.34293812,0.185640057,0,0,0,0,0,0,0,0.15777043,0
Michael Tonkin,0,0,0,0.057934509,0.322418136,0,0,0,0,0,0,0,0.324937028,0.294710327
Carlos Torres,0,0.113344051,0,0.267684887,0.565916399,0,0,0.031350482,0,0,0,0,0,0.02170418
Jose Torres,0.052083333,0,0,0,0.4375,0,0,0.324810606,0,0,0.00094697,0,0,0.184659091
Blake Treinen,0.068676717,0,0,0,0.155778894,0,0,0,0,0,0,0,0.515912898,0.259631491
Andrew Triggs,0.006463527,0.234533703,0,0,0.02677747,0,0,0,0,0,0.002770083,0,0.409972299,0.319482918
Sam Tuivailala,0,0.197324415,0,0,0.459866221,0,0,0.157190635,0,0,0,0,0,0.185618729
Nik Turley,0.055727554,0.325077399,0,0,0.619195046,0,0,0,0,0,0,0,0,0
Jacob Turner,0.079239303,0.142630745,0,0,0.204437401,0,0,0.456418384,0,0,0.001584786,0,0,0.115689382
Koji Uehara,0,0,0,0,0.628148148,0,0.322962963,0.023703704,0,0,0,0,0,0.025185185
Jose Urena,0.21488178,0,0,0.000347705,0.313282337,0,0,0.233657858,0,0,0,0,0,0.23783032
Julio Urias,0.252427184,0.087378641,0,0,0.466019417,0,0,0.058252427,0,0,0,0,0,0.13592233
Cesar Valdez,0.494,0,0,0,0.156,0,0,0,0,0,0,0,0.256,0.094
Jose Valdez,0.017064846,0,0,0,0.204778157,0,0,0.33105802,0,0,0,0,0,0.447098976
Jason Vargas,0.324546388,0,0,0,0.025676138,0,0,0.446764807,0.203012667,0,0,0,0,0
Felipe Vazquez,0.20349345,0.102183406,0,0,0.605240175,0,0,0.004366812,0,0,0,0,0,0.084716157
Vince Velasquez,0.102685624,0.135860979,0,0,0.670616114,0,0,0.010268562,0,0,0,0,0,0.08056872
Hector Velazquez,0.141361257,0.036649215,0,0,0.35078534,0,0,0,0,0,0,0,0.353403141,0.117801047
Drew VerHagen,0.028195489,0.212406015,0,0,0.253759398,0,0,0.34962406,0,0,0.001879699,0,0,0.154135338
Justin Verlander,0.039606396,0.15104551,0,0.007626076,0.583271833,0,0,0.00295203,0,0,0,0,0,0.215498155
Logan Verrett,0.101910828,0.050955414,0,0,0.305732484,0,0,0.197452229,0,0,0.006369427,0,0,0.337579618
Nick Vincent,0.047619048,0.005291005,0,0.508994709,0.358730159,0,0,0.070899471,0,0,0,0,0,0.008465608
Arodys Vizcaino,0.028368794,0,0,0,0.174940898,0,0,0.439716312,0,0,0,0,0,0.356973995
Edinson Volquez,0.253465347,0,0,0,0.145874587,0,0,0,0.176237624,0,0,0,0.424422442,0
Chris Volstad,0.137546468,0.189591078,0,0,0.07063197,0,0,0,0,0,0,0,0.546468401,0.055762082
Michael Wacha,0.185447761,0.114925373,0,0.168656716,0.495895522,0,0,0.034701493,0,0,0.000373134,0,0,0
Adam Wainwright,0.041198502,0.260299625,0.003745318,0.234550562,0.191947566,0,0,0,0,0,0.00093633,0,0.267322097,0
Taijuan Walker,0,0.124731183,0,0.149462366,0.54874552,0,0.137634409,0.0390681,0,0,0.000358423,0,0,0
Adam Warren,0.096837945,0.07312253,0,0.000988142,0.37944664,0,0,0.007905138,0,0,0,0,0,0.441699605
Tony Watson,0.185424354,0,0,0,0,0,0,0,0,0,0,0,0.658671587,0.155904059
Jered Weaver,0.177443609,0.17593985,0,0,0.288721805,0,0,0.206015038,0,0,0.001503759,0,0,0.15037594
Luke Weaver,0.25645933,0.116746411,0,0.023923445,0.593301435,0,0,0.009569378,0,0,0,0,0,0
Zack Wheeler,0.046794872,0.134615385,0,0,0.411538462,0,0,0.203846154,0,0,0,0,0,0.203205128
Chase Whitley,0.300724638,0.006038647,0,0,0.433574879,0,0,0.001207729,0,0,0.002415459,0,0,0.256038647
Tom Wilhelmsen,0.033185841,0.17699115,0,0,0.347345133,0,0,0.223451327,0,0,0,0,0,0.219026549
Adam Wilk,0.195364238,0.129139073,0,0,0.546357616,0,0,0.003311258,0,0,0,0,0,0.125827815
Aaron Wilkerson,0.072992701,0.197080292,0,0,0.554744526,0,0,0,0,0,0,0,0,0.175182482
Trevor Williams,0.104218362,0.019437552,0,0,0.489247312,0,0,0,0,0,0,0,0.223738627,0.163358147
Alex Wilson,0.003167899,0.065469905,0,0,0.297782471,0,0,0.289334741,0,0,0,0,0,0.344244984
Justin Wilson,0.001755926,0,0,0.218612818,0.659350307,0,0,0.016681299,0,0,0,0,0,0.103599649
Tyler Wilson,0.068181818,0.212121212,0,0.037878788,0.492424242,0,0,0.189393939,0,0,0,0,0,0
Dan Winkler,0.064102564,0.170940171,0,0.324786325,0.384615385,0,0,0.055555556,0,0,0,0,0,0
Matt Wisler,0.01618705,0.044964029,0,0,0.147482014,0,0,0.413669065,0,0,0,0,0,0.377697842
Nick Wittgren,0.090305445,0,0,0,0.72377158,0,0,0,0,0,0,0,0,0.185922975
Asher Wojciechowski,0.108695652,0,0,0,0.61865942,0,0,0,0,0,0.000905797,0,0,0.27173913
Alex Wood,0.258104227,0,0,0,0,0,0,0.505129257,0.236766516,0,0,0,0,0
Blake Wood,0.00078125,0,0,0,0.2203125,0,0.1046875,0,0,0,0.0015625,0,0.3328125,0.33984375
Travis Wood,0.087083577,0.047340736,0,0.20163647,0.466978375,0,0,0.096434833,0,0,0,0,0,0.100526008
Brandon Woodruff,0.12849162,0,0,0,0.603351955,0,0,0,0,0,0,0,0,0.268156425
Brandon Workman,0,0,0,0.249589491,0.512315271,0,0,0,0.238095238,0,0,0,0,0
Vance Worley,0.004850445,0,0,0.368633791,0.135004042,0,0,0.423605497,0.067906225,0,0,0,0,0
Daniel Wright,0.203821656,0.171974522,0,0,0.203821656,0,0,0,0,0,0.003184713,0,0.270700637,0.146496815
Mike Wright Jr.,0.071942446,0.007194245,0,0.002398082,0.29736211,0,0,0,0,0,0,0,0.314148681,0.306954436
Steven Wright,0,0.09921671,0,0,0.101827676,0,0,0,0,0.798955614,0,0,0,0
Jimmy Yacabonis,0.047477745,0,0,0,0.002967359,0,0,0.724035608,0,0,0,0,0,0.225519288
Kirby Yates,0,0,0,0,0.535343035,0,0.108108108,0.088357588,0,0,0,0,0,0.268191268
Gabriel Ynoa,0.074074074,0.001851852,0,0.005555556,0.161111111,0,0,0,0,0,0,0,0.387037037,0.37037037
Michael Ynoa,0.058922559,0.164983165,0,0,0.109427609,0,0,0.415824916,0,0,0,0,0,0.250841751
Chris Young,0.007462687,0,0,0,0.427238806,0,0,0,0,0,0,0,0,0.565298507
Rob Zastryzny,0.024291498,0.12145749,0,0.210526316,0.643724696,0,0,0,0,0,0,0,0,0
Brad Ziegler,0.222701149,0.211206897,0,0,0,0,0,0,0,0,0,0,0.566091954,0
Jordan Zimmermann,0.061293984,0.155883466,0,0,0.44532728,0,0,0.094589482,0,0,0.000378358,0,0,0.242527431
Tony Zych,0,0.001567398,0,0,0.272727273,0,0,0,0,0,0,0,0.332288401,0.393416928
