,PEAK,OPS,G,salary_inf,weight,height,age,bats_B,bats_L,bats_R,throws_L,throws_R
1310,1,0.6980638576121974,1439,20278833.96,205.0,72.0,32,0,0,1,0,1
1311,1,0.4834498834498835,522,892193.3083999999,180.0,71.0,27,1,0,0,0,1
1312,1,0.6760033227765951,954,1226765.7990499998,190.0,73.0,29,1,0,0,0,1
1313,1,0.6396103896103896,730,677419.35485,175.0,71.0,30,0,1,0,1,0
1314,1,0.8327042952604486,795,13072476.661999999,220.0,73.0,32,0,0,1,0,1
1315,1,0.7729435031268374,1102,2531645.5700000003,200.0,74.0,32,0,0,1,0,1
1316,1,0.7072024573629194,726,7055749.12725,240.0,75.0,27,0,0,1,0,1
1317,1,0.7000203324353174,234,489133.4251475,209.0,70.0,28,1,0,0,0,1
1318,1,0.8692571037315988,1196,578871.201,295.0,74.0,34,1,0,0,0,1
1319,1,0.7576983755989248,1412,1270513.499,180.0,69.0,37,0,0,1,0,1
1320,0,0.7499567099567099,141,171319.311632,190.0,73.0,27,0,0,1,0,1
1321,1,0.6020288397048961,403,599118.94258,185.0,74.0,27,1,0,0,0,1
1322,1,0.73002442002442,876,7504168.98375,210.0,75.0,33,0,0,1,0,1
1323,1,0.7326285805985717,489,739436.6195999999,195.0,74.0,27,1,0,0,0,1
1324,1,0.7312366452991452,1947,18927012.867177047,200.0,73.0,37,0,0,1,0,1
1325,1,0.7049842915624487,2760,4484429.0658,165.0,72.0,38,0,0,1,0,1
1326,1,0.7519017739561547,456,4052098.407,170.0,70.0,36,1,0,0,0,1
1327,1,0.6753091808526117,1730,1270513.499,190.0,73.0,39,0,0,1,0,1
1328,1,0.668315960768791,265,368719.72318800003,220.0,76.0,27,0,0,1,0,1
