,PEAK,OPS,G,salary_inf,weight,height,age,bats_B,bats_L,bats_R,throws_L,throws_R
656,1,0.7202482750486525,741,2788339.6695,235.0,77.0,33,0,1,0,1,0
657,1,0.7349243525547838,1165,6521948.478685866,175.0,70.0,32,0,1,0,1,0
658,0,0.5171850079744817,110,451672.8623774999,175.0,69.0,32,0,0,1,0,1
659,1,0.7665737886007287,1056,1226277.37232,170.0,70.0,31,0,1,0,1,0
660,0,0.6135634028892456,108,313588.850175,165.0,70.0,29,1,0,0,0,1
661,0,0.7706592386258124,117,169014.08448,180.0,75.0,26,0,0,1,0,1
662,1,0.8070785150372065,983,8804891.6076,205.0,73.0,35,0,0,1,0,1
663,1,0.58042537672198,341,1393728.223,185.0,73.0,31,0,0,1,0,1
664,0,0.7561750686118736,245,440528.63425,210.0,77.0,26,0,0,1,0,1
665,1,0.6516713724847465,535,2532871.97235,190.0,73.0,28,1,0,0,0,1
666,1,0.7671703296703296,1800,4690033.449489078,185.0,74.0,38,0,1,0,1,0
667,1,0.7853439170374164,1408,9338521.402,195.0,75.0,36,0,1,0,1,0
668,0,0.8666326704062552,229,2500000.0,210.0,72.0,29,0,0,1,0,1
669,1,0.7003347840642785,516,952885.12425,190.0,74.0,29,0,0,1,0,1
670,1,0.6358306909519946,475,3403441.681975,210.0,73.0,33,0,0,1,0,1
671,1,0.7861545988258317,1701,10923913.04275,205.0,76.0,36,0,0,1,0,1
672,1,0.7651615871074062,380,4052098.407,240.0,75.0,27,0,0,1,0,1
673,1,0.6313569276339308,349,408178.43859299994,190.0,72.0,29,0,0,1,0,1
674,0,0.6961356785112394,106,346012.26993,195.0,76.0,28,0,0,1,0,1
675,0,0.7066228790366722,233,265743.94464,180.0,72.0,26,0,0,1,0,1
676,1,0.6847202315712559,689,5879266.1432021,180.0,74.0,31,0,0,1,0,1
677,1,0.6154168412232928,1870,2475928.47375,181.0,72.0,36,0,0,1,0,1
678,1,0.6914699309108647,1092,9540378.0,220.0,71.0,33,0,0,1,0,1
679,1,0.63180636777128,1485,800355.7139999999,195.0,71.0,35,0,1,0,0,1
680,1,0.7118988684582743,1210,1560826.32015,220.0,75.0,34,0,1,0,0,1
681,1,0.7451860375911008,2068,10032512.769,185.0,73.0,40,0,0,1,0,1
682,1,0.6002670128335021,597,3605150.2129999995,185.0,72.0,33,0,0,1,0,1
683,1,0.7455734920332089,228,1075268.817,225.0,73.0,29,1,0,0,0,1
684,1,0.7407539399699058,364,514400.0,215.0,73.0,26,0,1,0,0,1
685,1,0.6405868847754341,566,1147227.53325,180.0,72.0,35,0,1,0,1,0
686,1,0.7691358024691358,978,5889570.552,175.0,73.0,34,0,0,1,0,1
687,1,0.6863394364368265,1487,1598540.14606,210.0,78.0,38,0,0,1,0,1
688,1,0.8114586083575355,727,6166667.0,195.0,71.0,29,0,1,0,0,1
689,1,0.5576762619941593,232,570866.141875,185.0,71.0,31,0,1,0,0,1
690,1,0.7619824984339705,400,669144.9813,200.0,76.0,27,0,0,1,0,1
691,1,0.7444549252122354,1603,2026049.2035,220.0,75.0,36,0,1,0,1,0
692,1,0.5717725752508361,1113,1065088.75725,185.0,73.0,36,0,0,1,0,1
693,1,0.690743399087082,1552,8130999.438000001,175.0,69.0,33,0,0,1,0,1
694,1,0.6689219239005106,2187,12877087.719634507,220.0,74.0,37,0,0,1,0,1
695,1,0.8374737782612074,805,5717310.7455,215.0,75.0,31,0,1,0,0,1
696,1,0.6122914593391885,550,3135888.501,220.0,75.0,29,0,1,0,1,0
697,1,0.47874762808349147,1585,1339055.7933999998,220.0,72.0,38,0,1,0,1,0
698,1,0.6789207336335426,583,3411279.2305,210.0,73.0,29,0,0,1,0,1
699,0,0.5483385169422164,143,504721.02981999994,190.0,72.0,25,0,0,1,0,1
700,0,0.6183396435497276,101,700729.92704,180.0,73.0,32,0,1,0,0,1
701,1,0.6266444039668084,226,1260504.20125,190.0,74.0,35,1,0,0,0,1
702,0,0.9048738820219073,968,4069204.1523,170.0,70.0,32,0,1,0,1,0
703,1,0.8334244754712279,699,7839721.2525,220.0,72.0,30,0,1,0,0,1
704,0,0.759644878385968,108,154838.70968,180.0,74.0,27,0,0,1,0,1
705,1,0.7249974207403048,931,1587591.24095,175.0,73.0,38,0,0,1,0,1
706,1,0.6470697474392055,380,535388.354510688,215.0,73.0,26,0,0,1,0,1
707,0,0.7842105263157895,130,504355.4005775,245.0,77.0,30,0,1,0,0,1
708,1,0.6258224409060978,255,3132867.1332,230.0,73.0,30,0,0,1,0,1
709,0,0.5968031968031968,108,509505.703245,230.0,74.0,24,0,0,1,0,1
710,1,0.8198534785150541,740,3125904.4854,205.0,73.0,32,0,1,0,0,1
711,1,0.6794314782874484,212,1667593.1075,180.0,71.0,38,0,1,0,0,1
712,1,0.5928325405937347,1049,1558098.5912999997,165.0,70.0,33,0,1,0,0,1
713,1,0.7101453676708779,364,535714.2855,225.0,74.0,30,0,0,1,1,0
714,1,0.6660692951015532,362,474674.38482,220.0,75.0,27,0,1,0,1,0
715,1,0.8741784849533034,1358,10592334.494800001,180.0,71.0,33,0,1,0,1,0
716,1,0.6938613601956446,1679,1967213.115,195.0,74.0,35,0,0,1,0,1
717,1,0.677173520923521,936,8469791.08125,175.0,72.0,33,0,0,1,0,1
718,0,0.7106331168831168,217,460364.60669279995,215.0,74.0,26,0,0,1,0,1
719,1,0.7706376445086704,1754,889359.4493,185.0,72.0,40,0,0,1,0,1
720,1,0.6673614370609622,519,1625089.095,195.0,75.0,30,1,0,0,0,1
721,1,0.6337147700784065,1412,12151898.736000001,205.0,74.0,36,0,1,0,1,0
722,1,0.5551073852776063,252,496286.10740499996,205.0,72.0,27,0,0,1,0,1
723,0,0.8064396128526542,576,3686635.944,200.0,71.0,31,0,0,1,0,1
724,0,0.7236626506024095,230,598478.44455,212.0,75.0,30,0,0,1,0,1
725,1,0.7111828774062816,459,1823788.545795,180.0,70.0,31,0,1,0,0,1
726,1,0.7063046952512788,381,1949367.0889,210.0,72.0,25,0,0,1,0,1
727,1,0.6855228698459102,651,1260223.048115,165.0,73.0,29,0,1,0,1,0
728,1,0.8129303611127802,1036,9523809.522,180.0,70.0,34,0,1,0,0,1
729,1,0.6511978963770939,1083,822580.645175,185.0,74.0,33,0,0,1,0,1
730,1,0.7091286687230858,220,677419.35485,180.0,73.0,32,0,1,0,1,0
731,1,0.7983646616541353,208,921658.986,225.0,74.0,30,0,0,1,0,1
732,1,0.7776244408489579,223,1228878.648,190.0,74.0,32,0,1,0,1,0
733,1,0.7876546118506302,1893,20275678.088,270.0,74.0,35,0,0,1,0,1
734,0,0.7403850308975412,104,1000000.0,250.0,76.0,34,0,0,1,0,1
735,1,0.7510047846889952,1648,14580467.678749999,240.0,77.0,35,0,0,1,0,1
736,1,0.6586409754561202,499,1710620.1,145.0,70.0,27,1,0,0,0,1
737,1,0.6762871569835592,964,2916666.6655,205.0,75.0,31,0,1,0,1,0
738,1,0.6843569791745361,355,1196850.3939999999,180.0,75.0,30,0,0,1,0,1
739,1,0.6221519126403445,1008,2990654.2060000002,167.0,70.0,32,1,0,0,0,1
740,1,0.7379245407691291,1885,1521476.9704858891,190.0,72.0,35,0,0,1,0,1
741,1,0.6604104403267583,957,1469013.0072,200.0,74.0,35,0,0,1,0,1
742,0,0.6312471505604553,104,229445.50665,180.0,69.0,28,0,1,0,0,1
743,1,0.6195793405879486,681,3025210.083,180.0,72.0,32,0,0,1,0,1
744,1,0.7454929467543363,365,500687.758025,205.0,74.0,30,0,1,0,0,1
745,1,0.6613792549667766,527,2532515.3373600002,190.0,73.0,29,0,0,1,0,1
746,1,0.754710462062929,897,9216589.86,170.0,72.0,33,0,0,1,0,1
747,1,0.5582129940683502,880,3986159.1696,155.0,71.0,29,0,0,1,0,1
748,1,0.6993973768167316,351,535372.84885,165.0,70.0,32,1,0,0,0,1
749,1,0.5307341118867238,250,787401.575,170.0,69.0,28,1,0,0,0,1
750,0,0.6977707824746242,219,841300.19105,190.0,72.0,31,0,1,0,0,1
751,1,0.6132896700381363,700,800444.6916,170.0,70.0,38,0,1,0,0,1
752,1,0.6888682960732075,796,7235890.0125,193.0,70.0,35,0,0,1,0,1
753,1,0.7634501909059355,1585,4549090.47437084,180.0,72.0,39,0,1,0,1,0
754,0,0.6489632107023411,247,454413.892785,180.0,74.0,28,1,0,0,0,1
755,1,0.6014530358069539,395,309382.924725,175.0,72.0,28,0,0,1,0,1
756,1,0.616076729846997,244,516309.01264749997,195.0,72.0,25,1,0,0,0,1
757,1,0.6795056686752149,1169,8776370.634227848,235.0,75.0,31,0,1,0,1,0
758,1,0.6990853727050046,875,5990783.409,190.0,73.0,29,0,1,0,1,0
759,1,0.6508520721992538,411,1100412.655,205.0,72.0,30,1,0,0,0,1
760,1,0.779740850465332,1147,9216589.86,185.0,75.0,35,0,0,1,0,1
761,1,0.6090509318252062,762,3301237.965,205.0,72.0,27,0,0,1,0,1
762,0,0.6499897002780926,117,552147.23925,175.0,71.0,28,1,0,0,0,1
763,1,0.5850666233344166,1436,1398601.3987500002,175.0,72.0,38,0,0,1,0,1
764,0,0.6939579948245772,112,517617.236829,175.0,70.0,28,0,1,0,1,0
765,0,0.6719574233902901,116,181038.062286,185.0,73.0,28,1,0,0,0,1
766,1,0.8109341628749187,1423,13986013.9875,195.0,76.0,35,0,0,1,0,1
767,1,0.7169225360365639,539,3037974.6840000004,200.0,72.0,29,0,0,1,0,1
768,1,0.6834309481368305,749,8618504.433,215.0,74.0,36,0,0,1,1,0
769,1,0.6433350256670616,835,9551374.8165,175.0,73.0,32,0,0,1,0,1
770,1,0.6986910227605744,1674,3077419.35489,185.0,73.0,37,0,1,0,1,0
771,1,0.6560278373593849,419,629032.258075,190.0,75.0,29,0,1,0,0,1
772,0,0.7227702702702703,148,440528.63425,195.0,75.0,26,0,1,0,1,0
773,1,0.6065099457504521,757,1279761.9042500001,195.0,76.0,36,0,1,0,0,1
774,1,0.83758288675764,597,1300191.20435,200.0,73.0,32,0,0,1,0,1
775,1,0.5905777291780572,360,1013824.8846,173.0,70.0,33,1,0,0,0,1
776,0,0.7685049019607844,545,2678571.4275,166.0,70.0,30,0,1,0,0,1
777,1,0.7460762696547985,657,5065743.9447,185.0,72.0,30,0,0,1,0,1
778,1,0.6203006051141909,1359,1829739.0331492429,175.0,75.0,36,0,0,1,0,1
779,1,0.7394082171127025,1407,1843066.423443674,180.0,71.0,35,0,0,1,0,1
780,1,0.731505376344086,878,828331.33225,190.0,75.0,37,0,1,0,0,1
781,0,0.5764948651502064,101,399385.5606,200.0,71.0,28,1,0,0,0,1
782,1,0.8187985135343141,1051,2352102.6375,185.0,72.0,32,0,0,1,0,1
783,1,0.6250478534317747,255,197802.197775,175.0,73.0,27,0,0,1,0,1
784,1,0.6692362465558341,571,3165644.1717000003,185.0,71.0,33,0,0,1,0,1
785,0,0.7774122243355781,245,1133963.3131,180.0,73.0,29,0,0,1,0,1
786,1,0.7330704025626255,865,2129032.2580999997,215.0,77.0,29,0,0,1,0,1
787,0,0.6099114816810078,119,515400.0,165.0,73.0,23,1,0,0,0,1
788,0,0.817775144078825,552,3333333.0,190.0,73.0,28,0,0,1,0,1
789,0,0.8437376290861032,803,3889555.821,220.0,74.0,32,0,1,0,1,0
790,1,0.6506401881369219,783,948387.09679,190.0,74.0,29,0,0,1,0,1
791,0,0.7461968594408273,109,131612.903228,175.0,77.0,24,0,0,1,0,1
792,1,0.7314565922160858,1318,2032749.8595000003,150.0,70.0,37,0,1,0,1,0
793,1,0.7272144640086353,1735,3811540.497,175.0,72.0,41,0,0,1,0,1
794,1,0.9080901522159617,514,6750000.0,220.0,75.0,29,0,0,1,0,1
795,1,0.6843224343224343,445,4150000.0,200.0,74.0,28,0,1,0,0,1
796,0,0.6205920072989559,137,324129.65175,169.0,74.0,29,0,0,1,0,1
797,1,0.6588686227861486,338,1143462.1491,170.0,73.0,32,0,0,1,0,1
798,1,0.7330081903115611,1332,15000000.0,205.0,70.0,33,0,0,1,0,1
799,1,0.7665301012859906,1866,3379416.282,205.0,74.0,38,0,1,0,0,1
800,0,0.5806427915518824,103,512195.12183,215.0,76.0,30,0,0,1,0,1
801,0,0.7009263508893531,1093,2457757.296,205.0,75.0,35,0,0,1,0,1
802,1,0.7122855263944521,230,1259600.6142,210.0,74.0,27,0,0,1,0,1
803,1,0.6959964964782307,1058,4535349.046,210.0,74.0,37,0,1,0,0,1
804,1,0.6588836695219674,350,6153846.1545,187.0,70.0,34,1,0,0,0,1
805,1,0.8394894894894895,1827,1861313.8687,185.0,74.0,36,0,0,1,0,1
806,1,0.6968706047819972,966,11636363.637600001,200.0,75.0,35,1,0,0,0,1
807,1,0.7538866351429334,1590,6960629.9229999995,175.0,72.0,34,0,1,0,1,0
808,1,0.6773931775259678,387,532532.1886059999,235.0,78.0,30,0,0,1,0,1
809,1,0.6970118311470136,425,7088607.596,215.0,75.0,28,0,0,1,0,1
810,1,0.708310351167494,361,1147227.53325,210.0,76.0,28,0,1,0,0,1
811,1,0.651403094676108,558,3586956.5215,195.0,73.0,35,0,1,0,0,1
812,1,0.7479532662459492,1451,17000000.0,225.0,75.0,32,0,1,0,0,1
813,0,0.8065913370998117,103,452961.672475,210.0,77.0,31,0,0,1,1,0
814,1,0.6101744186046512,798,921658.986,170.0,67.0,35,1,0,0,0,1
815,0,0.6119257086999021,227,868306.8015000001,185.0,69.0,33,0,0,1,0,1
816,1,0.6522098759280482,626,1267023.7187100002,165.0,69.0,28,0,1,0,1,0
817,1,0.6008131605464815,492,782608.6956,170.0,70.0,31,0,0,1,0,1
818,1,0.5698562158035374,2002,1440576.23,175.0,73.0,41,1,0,0,0,1
819,1,0.7117014678519744,588,1115335.8678,220.0,73.0,32,0,0,1,0,1
820,1,0.8577212911933416,2047,9672040.0235,200.0,75.0,39,0,1,0,1,0
821,0,0.5350382128159906,130,272392.63803000003,210.0,74.0,27,0,1,0,1,0
822,1,1.120337649289595,1545,13481873.22468541,215.0,77.0,36,0,0,1,0,1
823,0,0.6342818428184283,105,242491.349484,170.0,72.0,30,1,0,0,0,1
824,1,0.7743113591682559,1404,4202334.6309,175.0,71.0,38,1,0,0,0,1
825,1,0.7286185209698202,541,2060085.836,190.0,70.0,32,0,1,0,0,1
826,0,0.82176960585128,1129,5668711.6563,175.0,72.0,31,1,0,0,0,1
827,1,0.6753567046028729,1819,1423357.6643,180.0,71.0,41,0,0,1,0,1
828,1,0.7408279551136694,1412,6089965.951633219,205.0,72.0,34,0,0,1,0,1
829,0,0.5681380488010322,156,223048.32709999997,175.0,73.0,25,1,0,0,0,1
830,1,0.6854710449995323,794,4585365.85367,185.0,72.0,32,0,0,1,0,1
831,0,0.694047619047619,102,508187.5790376,205.0,74.0,26,0,0,1,0,1
832,0,0.8876493905386611,117,299651.567945,185.0,72.0,27,1,0,0,0,1
833,1,0.7461670274170273,486,3936324.1668000002,215.0,72.0,29,0,0,1,0,1
834,0,0.7423686882673313,139,304912.47892500006,175.0,69.0,30,0,0,1,0,1
835,1,0.6552502050861362,997,2217391.3041999997,180.0,72.0,37,1,0,0,0,1
836,0,0.8929450757575756,217,532319.39145,229.0,73.0,26,0,0,1,0,1
837,0,0.731460244648318,103,126796.28062500001,260.0,75.0,26,0,0,1,0,1
838,1,0.7780867630700778,758,880330.124,215.0,72.0,34,0,0,1,0,1
839,1,0.7531988654270407,679,836042.7307499999,195.0,74.0,34,0,1,0,0,1
840,0,0.7941176470588236,244,305927.3422,185.0,72.0,28,0,0,1,0,1
841,1,0.659983355796977,672,533570.4759999999,180.0,68.0,35,1,0,0,0,1
842,1,0.7165478064894569,1347,4235949.8358,195.0,73.0,37,0,0,1,0,1
843,1,0.7114439143711071,663,3869047.6175,202.0,75.0,37,0,0,1,0,1
844,0,0.7414749127762087,106,983606.5575,175.0,71.0,29,0,0,1,0,1
845,1,0.7116545466246219,251,497386.52006,210.0,71.0,25,0,0,1,0,1
846,0,0.7075757575757575,139,313575.525755,180.0,73.0,27,0,0,1,0,1
847,1,0.7444874593921387,511,2052744.12,200.0,74.0,31,0,0,1,0,1
848,1,0.7015628681379094,767,1035211.2674399999,173.0,71.0,32,0,1,0,1,0
849,1,0.8528862635647059,663,6607929.51375,186.0,70.0,29,0,0,1,0,1
850,0,0.5681452391682225,101,470089.99463,207.0,75.0,29,0,0,1,0,1
851,0,0.8310123574144487,358,435150.8734075,210.0,72.0,28,0,0,1,0,1
852,1,0.726570578098073,1018,7272727.2735,190.0,71.0,35,0,0,1,0,1
853,0,0.6402959590210586,102,1567944.2505,250.0,72.0,37,0,0,1,0,1
854,1,0.7175955675505862,2606,6257668.7115,185.0,72.0,42,0,0,1,0,1
855,1,0.7942979684939868,1023,15584415.589500003,202.0,71.0,30,0,0,1,0,1
856,1,0.7832946269175474,560,3333333.332,195.0,73.0,29,0,0,1,0,1
857,0,0.6847802805526783,135,508954.70371230005,235.0,75.0,23,0,0,1,0,1
858,1,0.7541350533820553,774,12151898.736000001,210.0,71.0,32,0,1,0,0,1
859,1,0.5806233986749747,749,814126.3939149999,180.0,71.0,32,0,0,1,0,1
860,1,0.7788406214039125,1220,1403026.135125,200.0,71.0,38,0,0,1,0,1
861,1,0.6480135162809748,962,2881152.46,170.0,71.0,33,0,1,0,0,1
862,0,0.66002061342716,109,468187.27475,175.0,71.0,32,0,0,1,0,1
863,0,0.6526333787443397,126,441796.354128,230.0,74.0,24,0,0,1,0,1
864,1,0.6360812133072407,1045,2522399.9996531704,190.0,72.0,34,0,0,1,0,1
865,1,0.6272907198358012,1125,218978.1022,180.0,74.0,34,0,1,0,1,0
866,1,0.6272907198358012,1125,1094890.511,180.0,74.0,34,0,1,0,1,0
867,1,0.6095457790959521,377,2456445.9924500003,180.0,70.0,32,0,1,0,1,0
868,1,0.8596522998913437,1149,5069708.49,220.0,76.0,33,0,1,0,0,1
869,1,0.7309653072033898,941,2061349.6932,200.0,75.0,33,0,1,0,1,0
870,0,0.8162045716474952,316,695255.474485,175.0,71.0,34,0,0,1,0,1
871,0,0.7212527795575321,101,137323.94363999998,185.0,73.0,26,0,1,0,1,0
872,1,0.6839401540488497,291,418118.46690000006,190.0,71.0,26,0,1,0,0,1
873,1,0.8109854298110991,379,6083650.188,245.0,77.0,32,0,0,1,0,1
874,1,0.7352505895944927,1414,2570772.7626,200.0,75.0,31,0,1,0,0,1
875,1,0.5700059630292188,568,725325.172305,165.0,70.0,33,1,0,0,1,0
876,1,0.6698855782521886,269,346840.1486405,196.0,69.0,25,0,0,1,0,1
877,1,0.693108504398827,226,299808.795356,175.0,69.0,28,0,0,1,0,1
878,1,0.7991639724372164,1051,3072196.62,175.0,71.0,34,1,0,0,0,1
879,1,0.6463956755218891,958,1258064.51615,162.0,71.0,33,0,1,0,0,1
880,0,0.9339805825242719,1299,1584507.042,185.0,74.0,35,1,0,0,0,1
881,0,0.8268617021276596,335,1141732.28375,170.0,71.0,27,0,0,1,0,1
882,0,0.7348087087402428,109,1889888.8297625,220.0,75.0,27,0,1,0,0,1
883,1,0.7242892566041441,1945,4405286.3425,210.0,76.0,35,0,0,1,0,1
884,1,0.7034874019689639,912,5576679.339,210.0,75.0,33,0,1,0,1,0
885,1,0.740008470301007,973,1886616.3565597427,185.0,73.0,30,0,1,0,0,1
886,1,0.6743877776455993,214,301524.56249250006,190.0,71.0,30,0,0,1,0,1
887,1,0.8910550458715596,2720,4724409.45,190.0,74.0,39,1,0,0,0,1
888,0,0.8088475626937165,144,401190.47603,220.0,73.0,25,0,0,1,0,1
889,0,0.8755034966763042,336,1043478.2607999999,200.0,73.0,37,0,1,0,0,1
890,1,0.6596706843420069,478,3631361.7615,215.0,74.0,32,0,0,1,0,1
891,1,0.8076357385034143,242,1835564.0532,190.0,74.0,29,0,0,1,0,1
892,0,0.885919518035066,116,507500.0,195.0,74.0,25,0,1,0,0,1
893,1,0.7064697779938421,247,564258.554937,200.0,71.0,31,1,0,0,1,0
894,1,0.7123180873180873,493,3041825.094,215.0,69.0,30,1,0,0,0,1
895,0,0.8402878327033148,123,199307.95848,210.0,76.0,28,0,1,0,0,1
896,0,0.8099710144927537,111,501742.16016,205.0,71.0,27,0,0,1,0,1
897,1,0.6438148241841639,2410,463732.3942919999,180.0,72.0,43,0,1,0,0,1
898,1,0.8593495529386908,674,10799364.7415,180.0,74.0,33,0,0,1,0,1
899,1,0.5565633770216706,734,444761.226,175.0,69.0,32,1,0,0,0,1
900,0,0.7090542187024063,125,514000.0,225.0,75.0,29,0,1,0,0,1
901,1,0.7623645930052616,236,500934.57950500003,185.0,74.0,26,1,0,0,0,1
902,0,0.95443337249612,605,8202832.6502585905,185.0,75.0,30,0,1,0,0,1
903,1,0.7497625830959165,355,746998.6664,220.0,73.0,31,0,1,0,1,0
904,0,0.7046370967741935,1412,2944785.276,180.0,74.0,39,1,0,0,0,1
905,1,0.7667692200726566,919,8928571.425,195.0,73.0,32,0,1,0,1,0
906,1,0.7175024224806201,513,4276550.25,185.0,73.0,29,0,1,0,0,1
907,1,0.5831693586573368,399,2925000.0,235.0,72.0,27,0,0,1,0,1
908,1,0.5997672331594592,855,2228654.12385,200.0,71.0,31,1,0,0,0,1
909,0,0.698366280656607,112,447452.2011736,195.0,72.0,24,0,0,1,0,1
910,0,0.8286887677531798,119,171653.54335,190.0,70.0,24,0,1,0,0,1
911,1,0.6903599444353652,1181,1470836.85525,175.0,72.0,32,0,1,0,0,1
912,0,0.7411389884508164,109,764818.3555,195.0,74.0,36,0,0,1,0,1
913,1,0.6601511731308571,1475,3741981.46875,185.0,73.0,34,0,1,0,1,0
914,0,0.96424739195231,350,1202090.5923375,175.0,72.0,28,0,0,1,0,1
915,1,0.6224254511845113,977,1258064.51615,185.0,74.0,33,1,0,0,0,1
916,1,0.7158393717466838,1234,9147374.367750002,150.0,72.0,33,1,0,0,0,1
917,1,0.7243770657571047,1396,1678670.802998046,160.0,74.0,37,0,1,0,1,0
918,0,0.6846309630963097,208,797202.7972875001,175.0,69.0,35,1,0,0,0,1
919,1,0.7348224870530979,962,6233766.235800001,175.0,72.0,32,0,1,0,1,0
920,1,0.7614458326483643,2014,10043478.2602,205.0,77.0,35,0,1,0,1,0
921,0,0.7279727793696276,620,560747.663625,215.0,75.0,32,0,0,1,0,1
922,1,0.6408050977370091,719,2667852.38,230.0,72.0,33,0,0,1,0,1
923,1,0.7891965311879636,1961,9824957.654250002,200.0,76.0,38,0,1,0,1,0
924,1,0.6575258531217567,830,1365638.766175,160.0,70.0,28,1,0,0,0,1
925,1,0.8044048656951883,1517,21226960.561695926,215.0,72.0,35,0,0,1,0,1
926,1,0.6157497781721384,871,8337965.5375,160.0,69.0,31,0,0,1,0,1
927,0,0.7808332444254775,114,224299.06545000002,210.0,76.0,25,0,0,1,0,1
928,0,0.7339806710430343,128,514250.0,210.0,74.0,31,0,0,1,0,1
929,1,0.6208854039042718,214,404761.9046,195.0,73.0,27,0,1,0,0,1
930,1,0.6495238095238096,1359,971962.61695,185.0,73.0,35,0,1,0,1,0
931,1,0.7320439256034823,1509,985401.4599,170.0,70.0,36,0,1,0,0,1
932,1,1.0210701982972494,2118,16000000.0,230.0,75.0,41,0,1,0,1,0
933,0,0.677553254325644,104,166730.401499,150.0,67.0,24,1,0,0,1,0
934,1,0.661036036036036,1406,1520912.547,235.0,74.0,37,0,1,0,1,0
935,1,0.6074491988257098,655,1206521.73905,185.0,73.0,32,0,0,1,0,1
936,1,0.6053332894650261,1169,3737024.2215,165.0,69.0,32,1,0,0,0,1
937,0,0.7311311449538389,266,530500.0,185.0,70.0,25,0,0,1,0,1
938,0,0.7623224728487886,132,501742.16016,200.0,73.0,26,0,0,1,0,1
939,1,0.7496632996632997,690,11250000.0,200.0,74.0,35,1,0,0,0,1
940,1,0.7058122832218057,811,1154185.021735,205.0,73.0,31,0,1,0,0,1
941,0,0.7338172372497316,398,4091778.201925,190.0,72.0,34,0,0,1,0,1
942,1,0.8091223901723876,901,9756097.561,175.0,73.0,32,0,0,1,0,1
943,1,0.6038025889967638,992,1099855.2819,155.0,71.0,38,0,1,0,1,0
944,1,0.7860170307864216,2725,3686635.944,180.0,72.0,41,0,1,0,1,0
945,0,0.7907332796132152,585,2032749.8595000003,190.0,72.0,32,0,0,1,0,1
946,0,0.7258737947658402,104,521518.98742,200.0,75.0,27,1,0,0,0,1
947,1,0.6378102164769175,2186,2819383.2591999997,230.0,77.0,40,0,1,0,0,1
948,0,0.6630508059079487,101,512446.351705,220.0,73.0,25,0,1,0,1,0
949,1,0.6734529599195036,1491,4258444.051788179,210.0,75.0,35,0,0,1,0,1
950,1,0.8234058715760311,590,1409691.6295999999,203.0,72.0,30,0,1,0,1,0
951,1,0.5819883932731816,838,3344170.9229999995,180.0,70.0,29,0,1,0,0,1
952,1,0.7032618999105237,262,464254.703202,250.0,75.0,26,0,0,1,0,1
953,0,0.641820857863751,121,447665.629364,205.0,72.0,26,0,1,0,0,1
954,1,0.637012571915619,953,5573618.204999999,185.0,70.0,36,0,0,1,0,1
955,0,0.9295811639655784,102,709759.1886,200.0,71.0,31,0,0,1,0,1
956,1,0.5903270624460215,242,1342836.7785,195.0,74.0,32,0,0,1,0,1
957,0,0.65857089966679,223,1417721.5192,240.0,69.0,33,1,0,0,0,1
958,1,0.6841247484909456,1152,7578397.210750001,225.0,74.0,34,0,1,0,1,0
959,0,0.7222748815165877,104,211453.74444,170.0,73.0,24,1,0,0,0,1
960,1,0.5020879294043492,1676,3653979.2388,175.0,72.0,36,0,0,1,0,1
961,0,0.6396901232362922,152,439942.11276,180.0,74.0,26,0,0,1,0,1
962,0,0.8427197802197802,110,438327.157155,260.0,75.0,22,0,0,1,0,1
963,1,0.6548701298701298,1578,2485659.655375,178.0,69.0,36,1,0,0,0,1
964,1,0.588904128233853,429,512195.12183,195.0,71.0,28,1,0,0,0,1
965,1,0.7454285405872193,1462,15189873.42,225.0,74.0,33,0,0,1,0,1
966,1,0.6753913707521955,280,390334.57242499996,160.0,70.0,31,0,1,0,0,1
967,0,0.8428442028985508,211,652173.913,215.0,76.0,34,0,0,1,0,1
968,0,0.7235230352303523,211,652173.913,175.0,73.0,35,0,0,1,0,1
969,1,0.6810245868034812,1003,1228878.648,175.0,72.0,32,1,0,0,0,1
970,1,0.6231403693007789,366,1079936.47415,180.0,69.0,29,0,1,0,1,0
971,0,0.6983398092546803,125,717391.3043,185.0,71.0,30,1,0,0,0,1
972,1,0.6797907574209924,757,2055800.880538179,180.0,71.0,31,0,1,0,0,1
973,1,0.8133333333333332,241,1200667.0374,210.0,74.0,33,0,0,1,0,1
974,0,0.7154679802955666,267,520500.0,215.0,72.0,26,0,1,0,0,1
975,1,0.6584938421158893,363,849273.1447875,185.0,74.0,31,0,1,0,0,1
976,1,0.617842035482038,1073,1591776.211051821,165.0,73.0,33,1,0,0,0,1
977,0,0.8273128637367049,119,417391.30431999994,225.0,75.0,25,0,0,1,0,1
978,0,0.9585701295749034,346,633802.8167999999,209.0,73.0,33,0,1,0,1,0
979,0,0.6756777643822065,110,396607.1426985,205.0,72.0,29,0,0,1,0,1
980,1,0.6504455583402952,368,416589.861672,180.0,73.0,29,0,0,1,0,1
981,1,0.7950677848796972,1899,1008403.361,175.0,70.0,40,1,0,0,0,1
982,1,0.8429387820348136,1698,1488095.2375,200.0,75.0,38,0,0,1,0,1
983,0,0.7626728110599079,101,458741.25879000005,190.0,74.0,24,0,1,0,1,0
984,1,0.5891454224787558,1943,1648068.6687999999,180.0,70.0,36,0,1,0,1,0
985,1,0.7694249712598337,1827,2025316.456,250.0,75.0,39,0,1,0,0,1
986,0,0.8432374479103452,246,406920.41523000004,175.0,72.0,24,0,1,0,0,1
