Years_Played,H,BB,HR,AVE,OBP,Slug_Percent,OPS,RBI,R,SB,2B,3B,AB,SO,DPf,Af,Ef,YSLS,G_all,debut_age,weight,height
13,1146,521,172,0.26763194768799625,0.3514121981170692,0.43951424567958897,0.7909264437966581,723.0,546,10.0,172,24,4282,359.0,1018.0,636.0,109.0,60.0,1315,22.0,210.0,74.0
11,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,6,4.0,7.0,83.0,4.0,29.0,481,23.0,205.0,76.0
25,51,35,0,0.1275,0.17330677290836655,0.14,0.31330677290836656,15.0,24,0.0,5,0,400,152.0,48.0,644.0,22.0,5.0,701,24.0,170.0,72.0
9,4,3,0,0.04819277108433735,0.08695652173913042,0.04819277108433735,0.13514929282346774,1.0,2,0.0,0,0,83,50.0,2.0,100.0,9.0,48.0,435,26.0,200.0,71.0
11,2,0,0,0.125,0.1111111111111111,0.125,0.2361111111111111,0.0,0,0.0,0,0,16,5.0,5.0,83.0,6.0,9.0,619,25.0,195.0,72.0
12,71,43,2,0.1628440366972477,0.22954091816367264,0.20412844036697247,0.4336693585306451,29.0,30,0.0,10,1,436,152.0,28.0,239.0,3.0,52.0,463,25.0,195.0,73.0
11,116,12,0,0.23061630218687876,0.2379182156133829,0.25646123260437376,0.4943794482177567,31.0,46,1.0,9,2,503,57.0,33.0,463.0,19.0,80.0,340,25.0,168.0,73.0
18,1993,620,325,0.27308851740202794,0.3317188276204669,0.4565634420389148,0.7882822696593816,1163.0,873,20.0,284,40,7298,1313.0,8.0,60.0,58.0,37.0,2028,21.0,209.0,71.0
10,1,0,0,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.16025641025641024,2.0,0,0.0,0,0,12,7.0,11.0,91.0,9.0,17.0,549,25.0,180.0,75.0
11,116,12,0,0.23061630218687876,0.2379182156133829,0.25646123260437376,0.4943794482177567,31.0,46,1.0,9,2,503,57.0,33.0,463.0,19.0,80.0,340,25.0,168.0,73.0
16,2,0,0,0.18181818181818185,0.125,0.18181818181818185,0.3068181818181818,1.0,0,0.0,0,0,11,6.0,10.0,150.0,12.0,22.0,718,21.0,195.0,76.0
19,44,9,0,0.1660377358490566,0.18,0.19622641509433966,0.3762264150943396,17.0,19,0.0,8,0,265,77.0,36.0,521.0,32.0,28.0,562,21.0,190.0,75.0
18,1726,715,151,0.2646021769124636,0.3340988921912996,0.3984363023148858,0.7325351945061854,706.0,844,76.0,264,78,6523,1097.0,974.0,4555.0,291.0,39.0,1902,19.0,190.0,73.0
19,64,19,2,0.1292929292929293,0.15304347826086956,0.16161616161616166,0.3146596398770312,29.0,20,0.0,10,0,495,187.0,37.0,562.0,49.0,12.0,490,21.0,195.0,76.0
16,106,26,3,0.16282642089093702,0.17447916666666666,0.20583717357910905,0.3803163402457757,40.0,49,1.0,17,1,651,200.0,24.0,387.0,15.0,9.0,426,23.0,185.0,75.0
11,1214,372,24,0.2853784673248707,0.3414581997006628,0.3735307945463093,0.7149889942469722,373.0,528,28.0,215,44,4254,204.0,886.0,716.0,73.0,62.0,1140,22.0,170.0,72.0
15,0,1,0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,2,0.0,0,0,9,1.0,9.0,112.0,8.0,23.0,568,25.0,200.0,75.0
9,469,297,18,0.25600436681222705,0.3543091655266758,0.351528384279476,0.7058375498061518,200.0,235,30.0,73,24,1832,303.0,251.0,1021.0,111.0,71.0,602,23.0,178.0,71.0
10,945,485,40,0.2693074950128242,0.3570190641247833,0.3767455115417498,0.7337645756665332,486.0,487,63.0,183,37,3509,244.0,237.0,1940.0,197.0,70.0,1043,22.0,170.0,72.0
12,3,0,0,0.10344827586206896,0.08823529411764706,0.10344827586206896,0.19168356997971606,0.0,0,0.0,0,0,29,9.0,25.0,314.0,7.0,11.0,378,23.0,180.0,74.0
14,83,3,3,0.15689981096408318,0.15397923875432526,0.21361058601134214,0.3675898247656674,34.0,27,0.0,17,2,529,173.0,22.0,232.0,8.0,3.0,351,22.0,270.0,76.0
13,1389,407,171,0.29168416631667365,0.3505331302361005,0.4748005039899202,0.8253336342260207,683.0,648,25.0,301,29,4762,871.0,307.0,364.0,90.0,9.0,1364,23.0,295.0,74.0
16,1484,800,235,0.2675802380093761,0.3639763166095357,0.4653804543815362,0.8293567709910719,948.0,837,27.0,272,60,5546,828.0,20.0,118.0,67.0,64.0,1678,22.0,205.0,72.0
18,1751,723,43,0.2718944099378882,0.34151905528717125,0.3555900621118012,0.6971091173989725,848.0,883,140.0,276,67,6440,515.0,448.0,3926.0,250.0,78.0,1867,22.0,162.0,71.0
11,1297,712,183,0.28177275689767545,0.3777038269550749,0.4912013903975668,0.8689052173526417,795.0,901,37.0,269,73,4603,383.0,205.0,178.0,56.0,67.0,1284,24.0,180.0,72.0
8,79,15,4,0.20256410256410254,0.2305825242718447,0.28205128205128205,0.5126338063231267,29.0,41,1.0,15,2,390,107.0,12.0,163.0,7.0,71.0,208,23.0,195.0,74.0
14,1471,373,167,0.27428677978743243,0.32004107479034744,0.42699981353719935,0.7470408883275468,762.0,619,9.0,218,50,5363,786.0,160.0,541.0,68.0,49.0,1605,26.0,196.0,74.0
14,1078,321,118,0.29317378297525154,0.348682590494952,0.4544465596954039,0.8031291501903559,522.0,465,20.0,189,25,3677,696.0,29.0,67.0,33.0,30.0,1151,23.0,190.0,72.0
15,98,16,1,0.18181818181818185,0.18441971383147854,0.22263450834879409,0.4070542221802726,34.0,28,1.0,15,2,539,209.0,5.0,160.0,6.0,20.0,308,21.0,220.0,73.0
12,1544,402,27,0.3142043142043142,0.3651643886220909,0.4163614163614164,0.7815258049835072,657.0,665,23.0,265,78,4914,291.0,630.0,3138.0,264.0,70.0,1328,20.0,185.0,73.0
9,21,5,0,0.13125,0.15053763440860216,0.1625,0.31303763440860216,7.0,14,0.0,5,0,160,93.0,9.0,91.0,12.0,50.0,247,24.0,192.0,76.0
14,91,7,1,0.15268456375838926,0.14688427299703266,0.1812080536912752,0.3280923266883078,33.0,33,0.0,12,1,596,200.0,14.0,237.0,14.0,16.0,305,20.0,165.0,76.0
6,32,19,0,0.1099656357388316,0.152046783625731,0.12714776632302405,0.27919454994875503,6.0,21,0.0,5,0,291,95.0,17.0,194.0,14.0,57.0,207,23.0,170.0,75.0
14,63,22,7,0.10552763819095476,0.12219101123595505,0.15577889447236182,0.2779699057083169,21.0,29,0.0,9,0,597,282.0,6.0,163.0,11.0,8.0,324,22.0,185.0,77.0
17,1488,623,98,0.28781431334622826,0.37012768817204295,0.4199226305609284,0.7900503187329715,533.0,909,370.0,273,58,5170,849.0,18.0,101.0,92.0,23.0,1613,23.0,170.0,69.0
15,1519,360,198,0.2835542281127497,0.3361244019138756,0.4623856636176965,0.798510065531572,768.0,756,94.0,296,34,5357,925.0,14.0,50.0,35.0,10.0,1474,21.0,193.0,73.0
9,703,382,131,0.2390343420605236,0.32431629013079666,0.41414484869092144,0.7384611388217182,421.0,374,53.0,94,14,2941,577.0,341.0,300.0,50.0,46.0,900,22.0,190.0,74.0
18,102,34,4,0.18149466192170816,0.2100456621004566,0.24555160142348756,0.4555972635239442,55.0,42,4.0,22,1,562,143.0,25.0,404.0,17.0,23.0,466,20.0,215.0,79.0
21,24,18,0,0.13186813186813187,0.18421052631578946,0.14835164835164835,0.3325621746674378,9.0,13,1.0,3,0,182,44.0,21.0,428.0,32.0,20.0,801,23.0,185.0,73.0
14,11,5,1,0.13924050632911392,0.17391304347826084,0.21518987341772156,0.3891029168959824,10.0,3,0.0,3,0,79,33.0,17.0,192.0,10.0,21.0,591,22.0,200.0,76.0
12,1286,588,306,0.2609577922077922,0.3436830835117773,0.5068993506493507,0.8505824341611279,943.0,748,14.0,260,17,4928,1313.0,951.0,950.0,61.0,9.0,1367,23.0,205.0,79.0
12,181,15,4,0.24360699865410496,0.2435105067985167,0.30955585464333785,0.5530663614418545,61.0,80,1.0,27,5,743,123.0,28.0,439.0,22.0,72.0,373,27.0,175.0,72.0
8,858,337,87,0.25874547647768403,0.3237410071942446,0.3944511459589867,0.7181921531532314,391.0,461,48.0,113,38,3316,557.0,567.0,2318.0,124.0,54.0,970,25.0,165.0,70.0
6,12,6,0,0.12121212121212123,0.1592920353982301,0.12121212121212123,0.2805041566103513,2.0,9,0.0,0,0,99,14.0,7.0,108.0,5.0,71.0,302,31.0,182.0,70.0
12,819,353,90,0.2635135135135135,0.3334277620396601,0.4195624195624196,0.7529901816020796,455.0,351,50.0,191,12,3108,450.0,620.0,786.0,69.0,23.0,1088,23.0,215.0,76.0
16,178,47,16,0.2455172413793104,0.27218934911242604,0.35586206896551725,0.6280514180779433,79.0,97,3.0,22,5,725,195.0,42.0,476.0,27.0,7.0,448,21.0,185.0,70.0
16,1838,696,75,0.2989590110605075,0.3641709695926563,0.4248536109303839,0.7890245805230403,838.0,934,53.0,347,101,6148,540.0,64.0,164.0,81.0,75.0,1753,23.0,165.0,71.0
10,23,8,0,0.12169312169312167,0.15023474178403756,0.15873015873015872,0.3089649005141963,6.0,9,0.0,7,0,189,67.0,9.0,139.0,5.0,58.0,356,28.0,190.0,75.0
10,935,265,22,0.26367738296672305,0.3145140500128899,0.33079526226734346,0.6453093122802334,261.0,411,31.0,146,13,3546,353.0,409.0,2349.0,129.0,51.0,1077,26.0,180.0,72.0
14,1308,357,118,0.2703037817730936,0.3216783216783217,0.41124199214713786,0.7329203138254595,611.0,609,151.0,248,40,4839,668.0,16.0,73.0,43.0,22.0,1571,23.0,183.0,72.0
15,1060,984,201,0.2414578587699317,0.3864253393665159,0.4287015945330296,0.8151269338995455,674.0,653,36.0,179,20,4390,998.0,489.0,743.0,103.0,34.0,1555,23.0,190.0,72.0
11,16,10,0,0.09195402298850576,0.13333333333333333,0.09770114942528736,0.2310344827586207,4.0,5,0.0,1,0,174,85.0,9.0,239.0,27.0,50.0,428,24.0,200.0,75.0
14,66,12,2,0.1286549707602339,0.13389830508474576,0.17738791423001948,0.31128621931476524,29.0,40,0.0,19,0,513,150.0,13.0,167.0,14.0,16.0,326,22.0,195.0,73.0
7,50,17,2,0.15822784810126586,0.19197707736389685,0.2215189873417721,0.41349606470566896,22.0,17,0.0,8,3,316,95.0,20.0,314.0,9.0,69.0,242,25.0,170.0,75.0
13,189,26,15,0.1924643584521385,0.2057142857142857,0.2739307535641548,0.4796450392784405,80.0,84,2.0,29,3,982,294.0,44.0,583.0,17.0,70.0,447,26.0,198.0,75.0
10,938,304,18,0.27767910005920665,0.3282024523871641,0.347246891651865,0.6754493440390291,314.0,418,57.0,163,9,3378,209.0,581.0,2634.0,63.0,26.0,941,24.0,175.0,70.0
15,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2,0.0,19.0,155.0,17.0,10.0,835,23.0,207.0,73.0
16,1578,440,161,0.25949679329057723,0.3139255702280913,0.4196678177931261,0.7335933880212173,703.0,873,396.0,287,102,6081,1442.0,673.0,3288.0,188.0,19.0,1720,23.0,170.0,71.0
16,1418,300,157,0.24549861495844874,0.2876120358514725,0.3952562326869806,0.6828682685384531,690.0,667,30.0,332,31,5776,1168.0,1039.0,4294.0,197.0,3.0,1609,21.0,210.0,73.0
15,1273,792,310,0.2539397566327549,0.3578538889826219,0.4935168561739478,0.8513707451565696,965.0,797,6.0,233,19,5013,1406.0,28.0,100.0,33.0,16.0,1472,23.0,220.0,75.0
14,83,3,3,0.15689981096408318,0.15397923875432526,0.21361058601134214,0.3675898247656674,34.0,27,0.0,17,2,529,173.0,22.0,232.0,8.0,3.0,351,22.0,270.0,76.0
7,21,2,0,0.11351351351351352,0.11627906976744184,0.12432432432432433,0.24060339409176615,8.0,8,0.0,2,0,185,83.0,5.0,111.0,8.0,23.0,153,23.0,220.0,77.0
11,982,299,107,0.2810532341156268,0.3390357698289269,0.43760732684602177,0.7766430966749487,451.0,428,11.0,162,32,3494,377.0,11.0,99.0,39.0,66.0,1057,24.0,198.0,70.0
10,730,430,141,0.26306306306306304,0.3683409436834094,0.4645045045045045,0.8328454481879141,490.0,470,36.0,126,5,2775,686.0,455.0,356.0,31.0,16.0,826,26.0,195.0,73.0
15,1848,894,351,0.29185091598231205,0.37708504238446816,0.5336386607706886,0.9107237031551568,1119.0,1099,133.0,320,79,6332,1556.0,756.0,1711.0,245.0,40.0,1749,21.0,187.0,71.0
8,720,226,55,0.2762854950115119,0.3315972222222222,0.4063699155794321,0.7379671378016543,360.0,302,6.0,118,28,2606,253.0,319.0,257.0,66.0,64.0,800,26.0,205.0,74.0
12,129,45,2,0.19167904903417532,0.2386058981233244,0.2347696879643388,0.4733755860876632,44.0,48,0.0,13,5,673,121.0,22.0,376.0,8.0,64.0,321,26.0,160.0,70.0
12,1056,454,108,0.257372654155496,0.3309508338748105,0.4053131854740434,0.7362640193488539,484.0,612,95.0,225,29,4103,849.0,11.0,56.0,47.0,7.0,1281,25.0,200.0,75.0
14,27,16,0,0.10756972111553784,0.15282392026578073,0.13147410358565734,0.2842980238514381,17.0,13,0.0,4,1,251,130.0,12.0,204.0,17.0,5.0,386,22.0,230.0,72.0
19,2091,648,191,0.28969243557772234,0.34971456937205264,0.4544195067885841,0.8041340761606368,1097.0,940,109.0,484,66,7218,779.0,18.0,84.0,41.0,30.0,2084,23.0,180.0,71.0
3,172,61,29,0.26584234930448225,0.3282548476454293,0.4528593508500773,0.7811141984955066,114.0,97,3.0,26,4,647,99.0,1.0,7.0,8.0,35.0,201,25.0,205.0,74.0
13,3,4,0,0.06818181818181818,0.1320754716981132,0.06818181818181818,0.20025728987993135,1.0,2,0.0,0,0,44,21.0,6.0,87.0,11.0,25.0,609,25.0,195.0,73.0
13,140,31,4,0.1734820322180917,0.19655172413793104,0.2218091697645601,0.4183608939024912,49.0,50,1.0,21,3,807,298.0,24.0,428.0,28.0,57.0,420,23.0,205.0,76.0
14,2375,575,185,0.2999494821924729,0.34509986065954484,0.4408941651932306,0.7859940258527754,1030.0,1137,90.0,441,60,7918,1235.0,1014.0,4319.0,160.0,4.0,1970,24.0,200.0,73.0
14,1342,342,144,0.26600594648166503,0.3117238860482104,0.41050545094152624,0.7222293369897366,723.0,614,163.0,223,37,5045,1000.0,24.0,81.0,62.0,27.0,1415,22.0,200.0,74.0
12,72,76,5,0.1437125748502994,0.24110032362459544,0.19760479041916168,0.4387051140437571,39.0,43,0.0,12,0,501,162.0,23.0,298.0,17.0,66.0,322,21.0,190.0,74.0
11,1214,372,24,0.2853784673248707,0.3414581997006628,0.3735307945463093,0.7149889942469722,373.0,528,28.0,215,44,4254,204.0,886.0,716.0,73.0,62.0,1140,22.0,170.0,72.0
6,888,251,10,0.3057851239669421,0.35957513277100905,0.39084022038567495,0.7504153531566841,213.0,401,106.0,123,47,2904,201.0,125.0,1239.0,112.0,66.0,753,28.0,170.0,71.0
14,109,42,7,0.19156414762741653,0.2353846153846154,0.2688927943760984,0.5042774097607138,51.0,46,0.0,21,1,569,133.0,41.0,389.0,13.0,51.0,408,21.0,185.0,71.0
12,1233,480,21,0.2578419071518193,0.3223416080029641,0.3412797992471769,0.663621407250141,353.0,640,250.0,230,53,4782,417.0,948.0,3932.0,141.0,23.0,1374,23.0,165.0,71.0
15,1395,544,125,0.27240773286467485,0.3412396121883656,0.40265573130247995,0.7438953434908456,656.0,650,46.0,224,34,5121,694.0,343.0,305.0,70.0,47.0,1719,23.0,190.0,71.0
12,7,0,1,0.16666666666666666,0.13725490196078433,0.2857142857142857,0.42296918767507,8.0,4,0.0,2,0,42,19.0,2.0,60.0,12.0,17.0,618,23.0,195.0,74.0
24,10,8,0,0.1694915254237288,0.2368421052631579,0.1694915254237288,0.40633363068688666,4.0,3,0.0,0,0,59,25.0,13.0,188.0,4.0,14.0,1252,22.0,174.0,74.0
11,1093,463,124,0.2790400816951749,0.3566836621591665,0.4544294102629564,0.8111130724221228,558.0,614,47.0,281,17,3917,524.0,541.0,2643.0,136.0,15.0,1105,25.0,170.0,72.0
8,71,7,0,0.1632183908045977,0.16631578947368422,0.1839080459770115,0.3502238354506957,32.0,33,1.0,7,1,435,81.0,24.0,291.0,15.0,66.0,253,24.0,185.0,71.0
15,54,10,0,0.1261682242990654,0.13157894736842105,0.16355140186915887,0.2951303492375799,28.0,28,0.0,12,2,428,219.0,17.0,285.0,30.0,20.0,356,21.0,205.0,72.0
14,1854,844,49,0.2909147967989958,0.3737318343844255,0.3783147654166013,0.7520465998010268,630.0,876,37.0,282,64,6373,627.0,1302.0,3367.0,194.0,53.0,1799,23.0,170.0,72.0
13,79,19,12,0.19506172839506167,0.22371364653243847,0.3160493827160494,0.5397630292484878,31.0,76,6.0,9,2,405,163.0,21.0,243.0,41.0,41.0,402,19.0,178.0,72.0
12,762,289,72,0.27262969588550984,0.3417680973734785,0.4286225402504472,0.7703906376239258,404.0,401,17.0,124,48,2795,366.0,30.0,104.0,42.0,63.0,854,25.0,217.0,76.0
10,676,330,87,0.2711592458884878,0.3552123552123552,0.452868030485359,0.8080803856977142,385.0,381,20.0,106,43,2493,312.0,7.0,46.0,41.0,64.0,864,23.0,190.0,74.0
17,1386,510,163,0.2527352297592998,0.3265174690066012,0.4040846097738877,0.7306020787804888,684.0,735,114.0,287,27,5484,935.0,894.0,4003.0,131.0,9.0,1706,23.0,155.0,71.0
14,8,8,0,0.07272727272727272,0.1167883211678832,0.1,0.2167883211678832,8.0,5,0.0,3,0,110,37.0,7.0,108.0,7.0,11.0,642,25.0,195.0,72.0
10,35,14,0,0.10086455331412104,0.1319796954314721,0.10951008645533143,0.2414897818868035,21.0,8,0.0,3,0,347,160.0,13.0,177.0,15.0,39.0,307,23.0,170.0,72.0
13,1503,520,171,0.27720398376982663,0.3475154270867165,0.4310217631870159,0.7785371902737324,754.0,794,93.0,283,19,5422,953.0,272.0,2445.0,148.0,6.0,1556,27.0,200.0,71.0
16,1619,500,130,0.2777491851089381,0.3326107153917622,0.4120775433178933,0.7446882587096555,745.0,733,79.0,267,63,5829,715.0,444.0,1887.0,115.0,30.0,1755,22.0,170.0,70.0
9,48,24,3,0.1263157894736842,0.16666666666666666,0.18947368421052632,0.356140350877193,15.0,27,0.0,9,3,380,163.0,25.0,243.0,16.0,44.0,257,22.0,185.0,73.0
13,55,28,2,0.11387163561076605,0.15584415584415584,0.14078674948240166,0.2966309053265575,19.0,17,0.0,7,0,483,206.0,15.0,221.0,14.0,51.0,310,18.0,228.0,76.0
16,15,8,1,0.14563106796116504,0.19672131147540986,0.20388349514563106,0.4006048066210409,6.0,10,0.0,3,0,103,40.0,17.0,261.0,13.0,27.0,712,24.0,180.0,74.0
12,1323,851,79,0.27116212338593976,0.3803638860281497,0.3902439024390244,0.770607788467174,616.0,723,32.0,228,58,4879,495.0,1086.0,975.0,107.0,68.0,1415,18.0,180.0,72.0
10,1004,479,160,0.25283303953664066,0.3350888742593812,0.4190380256862251,0.7541268999456063,591.0,496,23.0,162,9,3971,669.0,217.0,2079.0,149.0,40.0,1144,23.0,200.0,74.0
12,70,11,1,0.1320754716981132,0.13764510779436154,0.1660377358490566,0.3036828436434181,24.0,32,0.0,13,1,530,166.0,8.0,203.0,22.0,29.0,303,21.0,174.0,72.0
19,2326,736,101,0.2666513814054798,0.31981327800829873,0.3569872750200619,0.6768005530283606,950.0,993,321.0,389,48,8723,1186.0,1390.0,7024.0,326.0,29.0,2488,22.0,155.0,74.0
15,1658,552,114,0.2791245791245791,0.3390114068441065,0.39057239057239057,0.729583797416497,563.0,836,43.0,222,49,5940,383.0,694.0,592.0,124.0,57.0,1666,19.0,175.0,73.0
18,1687,455,107,0.2599784250269687,0.3060935953626467,0.363692402527354,0.6697859978900007,708.0,667,80.0,298,27,6489,846.0,157.0,1049.0,118.0,20.0,1988,23.0,175.0,72.0
12,68,21,0,0.1552511415525114,0.17871485943775103,0.18493150684931506,0.3636463662870661,25.0,27,1.0,5,4,438,107.0,14.0,222.0,9.0,66.0,289,21.0,190.0,74.0
17,2101,423,206,0.2862787845755553,0.32637835103692464,0.4327565063360131,0.7591348573729377,852.0,985,107.0,359,49,7339,706.0,330.0,322.0,96.0,43.0,2082,23.0,195.0,72.0
17,64,16,0,0.1553398058252427,0.17659574468085107,0.17718446601941748,0.3537802107002685,22.0,28,0.0,9,0,412,91.0,17.0,271.0,28.0,14.0,451,23.0,180.0,73.0
8,599,190,16,0.2677693339293697,0.3212414349052801,0.3607510058113545,0.6819924407166347,183.0,322,36.0,112,24,2237,185.0,268.0,1450.0,88.0,74.0,722,24.0,155.0,72.0
7,317,100,39,0.242911877394636,0.2959326788218794,0.38084291187739466,0.6767755906992741,150.0,133,0.0,55,4,1305,199.0,21.0,166.0,28.0,52.0,454,25.0,205.0,74.0
13,1706,596,202,0.2856664434025452,0.34880239520958084,0.4554588077695914,0.8042612029791723,870.0,843,103.0,278,65,5972,927.0,1160.0,966.0,115.0,48.0,1673,22.0,185.0,72.0
5,44,5,0,0.1864406779661017,0.19215686274509805,0.21610169491525424,0.4082585576603523,15.0,10,0.0,3,2,236,29.0,9.0,172.0,6.0,72.0,110,30.0,200.0,73.0
19,44,9,0,0.1660377358490566,0.18,0.19622641509433966,0.3762264150943396,17.0,19,0.0,8,0,265,77.0,36.0,521.0,32.0,28.0,562,21.0,190.0,75.0
16,58,13,0,0.09863945578231292,0.10349854227405247,0.12074829931972787,0.2242468415937804,17.0,23,0.0,9,2,588,221.0,37.0,337.0,24.0,4.0,586,21.0,215.0,74.0
16,145,14,8,0.19568151147098514,0.19081272084805653,0.2618083670715249,0.4526210879195814,67.0,60,1.0,15,5,741,135.0,35.0,423.0,34.0,17.0,434,20.0,190.0,74.0
11,25,7,3,0.16891891891891891,0.201219512195122,0.27702702702702703,0.47824653922214894,9.0,7,0.0,1,3,148,37.0,9.0,113.0,13.0,49.0,416,23.0,180.0,74.0
12,1402,712,143,0.2670984949514193,0.35294117647058826,0.41626976566965135,0.7692109421402396,696.0,767,253.0,282,36,5249,804.0,310.0,338.0,79.0,25.0,1495,23.0,185.0,77.0
15,109,22,15,0.155049786628734,0.17272727272727273,0.240398293029872,0.4131255657571447,56.0,76,2.0,9,3,703,316.0,33.0,328.0,11.0,47.0,696,20.0,175.0,72.0
11,82,24,2,0.15922330097087378,0.1791044776119403,0.20388349514563106,0.38298797275757135,31.0,31,0.0,15,1,515,144.0,44.0,429.0,21.0,41.0,355,24.0,185.0,72.0
7,49,17,0,0.1536050156739812,0.18888888888888888,0.1755485893416928,0.3644374782305817,23.0,17,1.0,5,1,319,95.0,17.0,185.0,13.0,57.0,275,29.0,205.0,72.0
13,143,38,14,0.23793677204658906,0.28177641653905056,0.3777038269550749,0.6594802434941254,98.0,73,1.0,26,8,601,126.0,19.0,173.0,14.0,60.0,377,24.0,182.0,73.0
9,269,63,25,0.25093283582089554,0.2933563416738568,0.3805970149253731,0.6739533565992301,109.0,89,1.0,48,8,1072,184.0,21.0,147.0,32.0,42.0,386,19.0,210.0,75.0
16,8,1,0,0.0963855421686747,0.1111111111111111,0.0963855421686747,0.2074966532797858,4.0,4,0.0,0,0,83,39.0,25.0,225.0,12.0,13.0,414,22.0,180.0,74.0
18,253,12,3,0.2310502283105023,0.23380035026269705,0.27945205479452057,0.5132524050572176,82.0,81,0.0,34,5,1095,105.0,54.0,668.0,30.0,58.0,638,23.0,157.0,70.0
16,1540,522,215,0.29683885890516576,0.3652530779753762,0.4857363145720894,0.8509893925474656,909.0,759,53.0,325,5,5188,613.0,552.0,515.0,70.0,7.0,1454,22.0,195.0,73.0
10,67,20,0,0.12453531598513012,0.1495798319327731,0.13197026022304836,0.28155009215582144,21.0,25,1.0,2,1,538,202.0,10.0,223.0,20.0,50.0,271,21.0,190.0,72.0
17,187,8,10,0.1997863247863248,0.18696069031639498,0.2617521367521368,0.44871282706853177,84.0,56,0.0,26,1,936,145.0,31.0,586.0,30.0,20.0,474,20.0,180.0,71.0
8,320,149,13,0.2627257799671593,0.3412356321839081,0.3522167487684729,0.6934523809523809,127.0,131,0.0,52,9,1218,135.0,5.0,20.0,19.0,43.0,462,23.0,180.0,73.0
21,1501,548,97,0.2714776632302405,0.33499838865613923,0.3884970157352143,0.7234954043913535,645.0,590,61.0,242,57,5529,422.0,128.0,625.0,103.0,37.0,1909,18.0,183.0,72.0
15,1897,1183,287,0.29063888463306264,0.39961710274409706,0.5023747510341657,0.9019918537782629,1078.0,1121,109.0,411,55,6527,835.0,23.0,95.0,71.0,8.0,1847,24.0,195.0,71.0
13,104,41,1,0.15182481751824814,0.18447837150127228,0.17956204379562046,0.3640404152968927,26.0,58,1.0,12,2,685,201.0,30.0,404.0,29.0,66.0,384,23.0,190.0,73.0
14,13,4,0,0.1368421052631579,0.16346153846153846,0.1368421052631579,0.3003036437246964,1.0,6,0.0,0,0,95,33.0,12.0,215.0,8.0,12.0,355,19.0,175.0,73.0
9,305,118,20,0.2157001414427157,0.2752060875079265,0.3026874115983027,0.5778934991062292,124.0,108,4.0,49,7,1414,322.0,24.0,203.0,46.0,35.0,509,23.0,205.0,74.0
13,1131,567,68,0.2586325177223874,0.3401898734177215,0.3560484793048251,0.6962383527225466,446.0,398,29.0,198,12,4373,307.0,97.0,737.0,114.0,25.0,1441,22.0,200.0,74.0
12,1311,469,23,0.2616244262622231,0.31869688385269124,0.3212931550588705,0.6399900389115617,430.0,577,59.0,188,21,5011,350.0,880.0,4048.0,166.0,37.0,1411,24.0,165.0,70.0
16,56,19,1,0.11691022964509395,0.13996316758747698,0.14822546972860126,0.28818863731607824,19.0,22,0.0,8,2,479,225.0,26.0,414.0,35.0,35.0,575,22.0,185.0,74.0
17,1339,1043,134,0.23885123082411705,0.3560371517027864,0.3655012486621477,0.7215384003649341,601.0,874,61.0,238,35,5606,827.0,1042.0,4502.0,357.0,62.0,1575,20.0,175.0,72.0
10,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,1,1.0,7.0,177.0,15.0,27.0,204,20.0,175.0,74.0
11,971,247,148,0.27024770386863345,0.32113613101330607,0.44642360144725857,0.7675597324605645,530.0,433,26.0,173,8,3593,810.0,107.0,152.0,40.0,26.0,1035,21.0,215.0,77.0
11,971,247,148,0.27024770386863345,0.32113613101330607,0.44642360144725857,0.7675597324605645,530.0,433,26.0,173,8,3593,810.0,107.0,152.0,40.0,26.0,1035,21.0,215.0,77.0
9,68,25,0,0.14655172413793102,0.17714285714285713,0.16810344827586207,0.3452463054187192,30.0,21,0.0,10,0,464,100.0,16.0,224.0,20.0,67.0,246,23.0,200.0,76.0
11,1010,358,152,0.24664224664224665,0.3180728144756922,0.4188034188034188,0.7368762332791109,558.0,506,6.0,225,12,4095,833.0,181.0,1646.0,162.0,16.0,1203,24.0,215.0,74.0
18,2743,535,219,0.3031274173941872,0.3436285538965024,0.4512100784617085,0.7948386323582108,1326.0,1189,84.0,529,77,9049,756.0,513.0,498.0,131.0,32.0,2368,22.0,195.0,72.0
7,317,100,39,0.242911877394636,0.2959326788218794,0.38084291187739466,0.6767755906992741,150.0,133,0.0,55,4,1305,199.0,21.0,166.0,28.0,52.0,454,25.0,205.0,74.0
13,77,33,9,0.14051094890510948,0.17990275526742305,0.2098540145985401,0.3897567698659632,36.0,44,1.0,7,2,548,214.0,33.0,355.0,22.0,58.0,403,26.0,205.0,75.0
19,2369,1197,244,0.2764294049008168,0.3597872980836761,0.4260210035005834,0.7858083015842596,1084.0,1386,143.0,420,65,8570,1099.0,1527.0,6653.0,189.0,22.0,2390,20.0,160.0,71.0
18,207,40,8,0.18835304822565968,0.20491803278688525,0.24931756141947226,0.4542355942063575,76.0,90,2.0,31,6,1099,291.0,37.0,699.0,26.0,42.0,588,18.0,160.0,71.0
