Years_Played,H,BB,HR,AVE,OBP,Slug_Percent,OPS,RBI,R,SB,2B,3B,AB,SO,DPf,Af,Ef,YSLS,G_all,debut_age,weight,height
6,42,22,6,0.19534883720930232,0.2809917355371901,0.3302325581395349,0.6112242936767249,14.0,26,0.0,7,2,215,48.0,0.0,2.0,1.0,57.0,151,26.0,185.0,73.0
8,6,3,0,0.09230769230769233,0.12162162162162166,0.12307692307692307,0.2446985446985447,0.0,4,0.0,2,0,65,33.0,1.0,68.0,8.0,14.0,367,25.0,245.0,74.0
4,444,174,30,0.2579895409645555,0.32109617373319543,0.3724578733294596,0.6935540470626551,186.0,219,6.0,73,17,1721,146.0,399.0,342.0,27.0,71.0,440,27.0,188.0,71.0
2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,1.0,0.0,14.0,0.0,46.0,40,21.0,198.0,76.0
2,26,16,1,0.25,0.3524590163934426,0.3365384615384616,0.6889974779319041,15.0,15,0.0,4,1,104,10.0,4.0,8.0,3.0,85.0,69,26.0,162.0,71.0
1,4,0,0,0.4,0.4,0.4,0.8,0.0,1,0.0,0,0,10,0.0,0.0,3.0,0.0,21.0,7,28.0,193.0,73.0
4,54,40,6,0.16615384615384615,0.2546419098143236,0.24615384615384614,0.5007957559681697,27.0,22,0.0,8,0,325,74.0,7.0,29.0,5.0,58.0,143,29.0,180.0,70.0
15,466,283,35,0.2598996095928611,0.3595238095238095,0.36921360847741214,0.7287374180012216,222.0,187,5.0,79,6,1793,332.0,87.0,526.0,42.0,12.0,1230,22.0,180.0,72.0
1,7,2,0,0.21875,0.2432432432432433,0.25,0.4932432432432433,3.0,5,1.0,1,0,32,2.0,0.0,0.0,2.0,40.0,25,29.0,172.0,70.0
4,33,14,0,0.2037037037037037,0.26256983240223464,0.24074074074074076,0.5033105731429753,11.0,15,0.0,4,1,162,28.0,26.0,132.0,11.0,49.0,75,24.0,183.0,70.0
4,1,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,0,0.0,0,0,6,1.0,0.0,27.0,4.0,12.0,42,23.0,200.0,75.0
2,11,2,0,0.19298245614035087,0.21666666666666667,0.19298245614035087,0.4096491228070176,4.0,7,3.0,0,0,57,8.0,0.0,0.0,0.0,31.0,42,25.0,180.0,71.0
11,363,184,52,0.2261682242990654,0.3091206990715456,0.3644859813084112,0.6736066803799567,175.0,224,36.0,50,8,1605,411.0,4.0,28.0,29.0,41.0,697,22.0,170.0,71.0
3,70,46,1,0.2422145328719723,0.34210526315789475,0.2975778546712803,0.6396831178291751,35.0,34,1.0,13,0,289,53.0,7.0,37.0,10.0,23.0,104,25.0,190.0,72.0
4,168,71,17,0.2356241234221599,0.3075,0.36185133239831696,0.6693513323983169,86.0,66,4.0,29,5,713,108.0,126.0,133.0,22.0,37.0,256,26.0,200.0,75.0
2,31,3,0,0.2627118644067797,0.2926829268292683,0.3050847457627119,0.5977676725919802,6.0,7,0.0,5,0,118,18.0,13.0,58.0,3.0,57.0,65,26.0,178.0,72.0
11,655,165,44,0.26379379782521145,0.3082344213649852,0.3842126459927507,0.6924470673577359,264.0,297,66.0,123,22,2483,432.0,8.0,35.0,17.0,17.0,1015,26.0,200.0,74.0
4,195,84,12,0.2596537949400799,0.32708089097303633,0.3621837549933422,0.6892646459663785,75.0,72,2.0,29,6,751,97.0,15.0,116.0,19.0,61.0,278,22.0,195.0,74.0
1,0,2,0,0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0,0.0,0,0,11,4.0,0.0,9.0,0.0,70.0,19,32.0,175.0,71.0
5,255,37,6,0.28396436525612473,0.31223628691983124,0.3775055679287305,0.6897418548485618,109.0,109,13.0,34,16,898,70.0,164.0,132.0,26.0,77.0,265,22.0,185.0,71.0
9,340,65,20,0.2543006731488407,0.2837559972583962,0.35976065818997754,0.6435166554483738,151.0,151,18.0,59,11,1337,239.0,262.0,1104.0,53.0,26.0,498,20.0,175.0,73.0
9,323,49,1,0.2399702823179792,0.26053904630269525,0.2904903417533433,0.5510293880560385,108.0,132,12.0,49,8,1346,136.0,248.0,1235.0,93.0,36.0,724,25.0,159.0,70.0
5,198,70,8,0.2773109243697479,0.3383458646616541,0.392156862745098,0.7305027274067522,78.0,110,2.0,30,14,714,66.0,1.0,35.0,12.0,67.0,293,25.0,195.0,71.0
7,29,8,2,0.1695906432748538,0.19895287958115185,0.21052631578947367,0.4094791953706255,10.0,12,0.0,1,0,171,35.0,7.0,76.0,8.0,45.0,139,21.0,190.0,75.0
8,102,37,10,0.2440191387559809,0.3104925053533191,0.3444976076555024,0.6549901130088215,42.0,41,1.0,12,0,418,41.0,11.0,86.0,8.0,63.0,210,23.0,187.0,70.0
6,4,1,1,0.0784313725490196,0.08928571428571429,0.1568627450980392,0.2461484593837535,3.0,2,0.0,1,0,51,28.0,0.0,28.0,4.0,48.0,78,23.0,175.0,73.0
5,53,28,0,0.17725752508361206,0.24397590361445784,0.22073578595317725,0.4647116895676351,24.0,15,0.0,9,2,299,59.0,7.0,44.0,8.0,72.0,118,23.0,200.0,74.0
1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,4,1.0,0.0,7.0,1.0,91.0,4,25.0,168.0,72.0
4,15,4,0,0.2054794520547945,0.21348314606741567,0.273972602739726,0.4874557488071417,13.0,4,0.0,3,1,73,22.0,0.0,49.0,2.0,34.0,92,24.0,190.0,72.0
4,2,0,0,0.4,0.4,0.4,0.8,0.0,3,0.0,0,0,5,2.0,1.0,12.0,3.0,40.0,45,24.0,175.0,71.0
6,181,93,5,0.2638483965014577,0.3511450381679389,0.35860058309037895,0.709745621258318,60.0,95,6.0,36,7,686,56.0,71.0,384.0,36.0,70.0,239,19.0,160.0,71.0
1,1,3,0,0.07142857142857142,0.2777777777777778,0.14285714285714285,0.42063492063492064,1.0,4,0.0,1,0,14,4.0,0.0,0.0,2.0,66.0,18,25.0,180.0,73.0
1,21,4,5,0.2625,0.2988505747126437,0.5,0.7988505747126438,14.0,10,0.0,2,1,80,21.0,9.0,7.0,1.0,17.0,31,29.0,217.0,74.0
3,15,13,3,0.16129032258064516,0.27102803738317754,0.27956989247311825,0.5505979298562957,9.0,13,1.0,2,0,93,25.0,12.0,44.0,4.0,21.0,51,23.0,165.0,67.0
1,20,3,0,0.3636363636363637,0.38333333333333336,0.4545454545454545,0.8378787878787879,7.0,9,1.0,5,0,55,13.0,1.0,31.0,5.0,31.0,15,24.0,185.0,73.0
3,24,3,3,0.1610738255033557,0.17197452229299362,0.26174496644295303,0.4337194887359467,14.0,16,0.0,2,2,149,25.0,3.0,90.0,2.0,72.0,73,27.0,198.0,74.0
4,7,5,0,0.1320754716981132,0.20689655172413796,0.16981132075471694,0.3767078724788549,2.0,4,0.0,0,1,53,6.0,3.0,57.0,3.0,90.0,71,25.0,165.0,72.0
1,3,0,0,0.25,0.25,0.25,0.5,0.0,1,0.0,0,0,12,3.0,0.0,1.0,0.0,86.0,6,25.0,180.0,72.0
5,61,23,1,0.23371647509578544,0.2926829268292683,0.3103448275862069,0.6030277544154752,17.0,27,6.0,11,3,261,23.0,45.0,210.0,16.0,72.0,123,25.0,164.0,69.0
2,20,9,0,0.25,0.35106382978723405,0.3,0.651063829787234,5.0,18,2.0,4,0,80,22.0,0.0,2.0,0.0,19.0,60,30.0,170.0,70.0
5,18,8,0,0.2368421052631579,0.3058823529411765,0.2631578947368421,0.5690402476780185,5.0,11,0.0,0,1,76,18.0,1.0,1.0,3.0,58.0,44,24.0,190.0,74.0
3,93,33,1,0.2384615384615385,0.2960372960372961,0.28974358974358977,0.5857808857808858,17.0,56,6.0,11,3,390,49.0,46.0,264.0,30.0,71.0,126,27.0,165.0,71.0
4,5,2,0,0.1851851851851852,0.2258064516129032,0.2222222222222222,0.4480286738351255,3.0,2,0.0,1,0,27,12.0,0.0,16.0,0.0,31.0,31,26.0,195.0,75.0
1,16,8,1,0.2711864406779661,0.3582089552238806,0.3389830508474576,0.6971920060713381,3.0,13,1.0,1,0,59,16.0,0.0,1.0,0.0,95.0,38,24.0,170.0,71.0
7,48,14,7,0.25396825396825395,0.3069767441860465,0.4497354497354497,0.7567121939214962,31.0,30,0.0,12,2,189,59.0,2.0,29.0,4.0,15.0,85,23.0,200.0,74.0
14,94,25,15,0.1346704871060172,0.16318537859007834,0.2163323782234957,0.37951775681357397,53.0,44,2.0,10,1,698,340.0,25.0,394.0,25.0,47.0,416,22.0,210.0,76.0
3,15,7,1,0.26785714285714285,0.3492063492063492,0.35714285714285715,0.7063492063492063,5.0,8,1.0,2,0,56,19.0,3.0,8.0,0.0,34.0,83,23.0,195.0,73.0
9,44,8,6,0.18410041841004185,0.2,0.301255230125523,0.5012552301255231,23.0,26,2.0,10,0,239,107.0,11.0,174.0,13.0,13.0,277,22.0,205.0,74.0
8,433,304,32,0.26877715704531346,0.3839009287925697,0.3916821849782744,0.775583113770844,138.0,257,12.0,64,19,1611,290.0,7.0,33.0,21.0,61.0,567,25.0,185.0,72.0
2,1,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0,0.0,0,0,6,2.0,0.0,3.0,0.0,79.0,5,24.0,195.0,74.0
1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,4,3.0,0.0,1.0,0.0,35.0,4,24.0,200.0,76.0
5,251,87,3,0.247534516765286,0.2996485061511424,0.3017751479289941,0.6014236540801364,56.0,129,66.0,38,4,1014,221.0,5.0,9.0,8.0,18.0,431,23.0,180.0,71.0
3,11,1,0,0.21568627450980396,0.2280701754385965,0.2352941176470588,0.4633642930856553,5.0,4,0.0,1,0,51,9.0,2.0,20.0,2.0,65.0,44,23.0,215.0,78.0
1,44,7,1,0.22448979591836732,0.25961538461538464,0.2755102040816326,0.5351255886970172,5.0,20,1.0,5,1,196,19.0,23.0,109.0,9.0,48.0,87,27.0,185.0,75.0
8,27,1,0,0.17647058823529413,0.1686746987951807,0.2287581699346405,0.3974328687298212,12.0,11,1.0,6,1,153,47.0,10.0,104.0,7.0,40.0,170,21.0,180.0,74.0
1,1,0,0,0.25,0.25,0.25,0.5,0.0,0,0.0,0,0,4,0.0,0.0,1.0,1.0,80.0,1,22.0,195.0,69.0
2,88,28,9,0.247887323943662,0.3053435114503817,0.3859154929577465,0.6912590044081282,53.0,37,2.0,20,1,355,48.0,1.0,6.0,4.0,73.0,139,29.0,190.0,73.0
17,508,136,2,0.2207735767057801,0.2642630744849445,0.2594524119947849,0.5237154864797293,142.0,217,43.0,55,14,2301,384.0,375.0,2234.0,79.0,19.0,1154,21.0,160.0,66.0
3,116,32,8,0.23434343434343435,0.2757352941176471,0.3212121212121212,0.5969474153297682,46.0,71,6.0,19,0,495,21.0,58.0,343.0,31.0,83.0,175,25.0,175.0,70.0
1,8,3,0,0.17391304347826084,0.21568627450980396,0.2391304347826087,0.4548167092924126,5.0,5,0.0,1,1,46,7.0,8.0,35.0,6.0,79.0,14,24.0,175.0,72.0
3,7,4,1,0.16666666666666666,0.23404255319148934,0.2619047619047619,0.4959473150962513,2.0,9,0.0,1,0,42,15.0,1.0,3.0,1.0,42.0,30,23.0,185.0,71.0
6,15,7,1,0.13513513513513514,0.17557251908396945,0.17117117117117114,0.3467436902551406,5.0,11,1.0,1,0,111,27.0,3.0,106.0,3.0,69.0,154,27.0,185.0,72.0
1,0,1,0,0.0,0.5,0.0,0.5,0.0,0,0.0,0,0,1,1.0,0.0,2.0,0.0,82.0,3,28.0,200.0,74.0
7,23,16,1,0.09465020576131687,0.14487632508833925,0.11522633744855967,0.2601026625368989,12.0,21,0.0,2,0,243,99.0,5.0,167.0,11.0,50.0,222,22.0,190.0,74.0
10,841,246,41,0.23730248306997745,0.28799177166366674,0.3270316027088036,0.6150233743724703,271.0,356,19.0,159,18,3544,439.0,609.0,2568.0,117.0,54.0,1034,27.0,170.0,72.0
11,1091,442,154,0.25598310652275924,0.32273482959268496,0.42491787893007976,0.7476527085227647,709.0,600,75.0,222,18,4262,584.0,570.0,1841.0,107.0,18.0,1201,25.0,175.0,73.0
9,455,119,62,0.24383708467309756,0.2881773399014778,0.37995712754555205,0.6681344674470298,223.0,175,7.0,62,3,1866,356.0,48.0,242.0,38.0,52.0,636,22.0,176.0,74.0
9,174,153,1,0.25180897250361794,0.38578088578088576,0.30824891461649784,0.6940298003973836,59.0,114,6.0,26,5,691,56.0,21.0,115.0,15.0,62.0,315,26.0,160.0,72.0
3,1,1,0,0.3333333333333333,0.4,0.3333333333333333,0.7333333333333334,0.0,0,0.0,0,0,3,1.0,0.0,9.0,1.0,29.0,80,28.0,165.0,74.0
2,7,2,1,0.2916666666666667,0.3461538461538461,0.4583333333333333,0.8044871794871795,3.0,3,0.0,1,0,24,3.0,0.0,24.0,2.0,70.0,42,27.0,200.0,73.0
8,7,3,0,0.2,0.2564102564102564,0.2857142857142857,0.5421245421245421,4.0,6,0.0,1,1,35,9.0,3.0,30.0,2.0,13.0,186,23.0,200.0,73.0
9,192,67,26,0.2394014962593516,0.29625425652667425,0.3877805486284289,0.6840348051551032,93.0,75,1.0,37,2,802,177.0,17.0,130.0,29.0,30.0,358,23.0,205.0,75.0
6,46,33,7,0.21495327102803735,0.316,0.3364485981308411,0.6524485981308411,19.0,22,0.0,5,0,214,73.0,6.0,34.0,12.0,21.0,90,26.0,205.0,75.0
7,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,1.0,6.0,86.0,2.0,30.0,119,24.0,190.0,73.0
8,22,3,0,0.15827338129496402,0.16556291390728478,0.2014388489208633,0.3670017628281481,8.0,6,0.0,6,0,139,53.0,8.0,40.0,3.0,14.0,115,23.0,215.0,77.0
2,10,1,0,0.4,0.4074074074074074,0.44,0.8474074074074074,2.0,3,0.0,1,0,25,7.0,0.0,18.0,1.0,93.0,29,29.0,160.0,72.0
9,37,6,1,0.16371681415929204,0.17408906882591094,0.2035398230088496,0.3776288918347605,13.0,12,0.0,6,0,226,80.0,11.0,140.0,6.0,51.0,244,23.0,205.0,76.0
7,3,1,0,0.2307692307692308,0.25,0.2307692307692308,0.4807692307692308,0.0,0,0.0,0,0,13,4.0,8.0,93.0,10.0,36.0,356,25.0,200.0,74.0
9,762,215,13,0.29765625,0.3438375350140056,0.39765625,0.7414937850140055,249.0,400,69.0,149,34,2560,143.0,450.0,2059.0,146.0,83.0,669,23.0,150.0,68.0
11,362,126,36,0.24246483590087076,0.3047965998785671,0.3710649698593436,0.6758615697379107,175.0,182,9.0,68,8,1493,367.0,243.0,244.0,36.0,12.0,632,24.0,210.0,77.0
8,203,78,3,0.20422535211267606,0.2611806797853309,0.23943661971830985,0.5006172995036408,72.0,60,1.0,22,2,994,154.0,26.0,150.0,21.0,49.0,483,27.0,185.0,74.0
3,24,6,2,0.20512820512820512,0.2421875,0.28205128205128205,0.524238782051282,11.0,17,2.0,3,0,117,36.0,1.0,4.0,4.0,24.0,82,24.0,185.0,73.0
1,1,0,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.0,1,0.0,0,0,7,1.0,0.0,0.0,0.0,58.0,3,28.0,180.0,71.0
6,113,45,1,0.2329896907216495,0.2954128440366973,0.2948453608247423,0.5902582048614395,28.0,45,15.0,25,1,485,81.0,70.0,386.0,16.0,24.0,252,26.0,172.0,70.0
5,468,179,4,0.24946695095948826,0.3046082949308756,0.32142857142857145,0.6260368663594471,223.0,216,23.0,87,18,1876,196.0,114.0,1256.0,111.0,90.0,573,26.0,175.0,71.0
1,5,0,0,0.1388888888888889,0.13513513513513514,0.16666666666666666,0.30180180180180183,0.0,3,0.0,1,0,36,17.0,1.0,19.0,3.0,95.0,22,26.0,171.0,71.0
1,4,2,0,0.19047619047619047,0.2608695652173913,0.2380952380952381,0.4989648033126294,3.0,4,0.0,1,0,21,4.0,4.0,21.0,0.0,22.0,12,26.0,165.0,71.0
1,2,1,0,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.7619047619047619,1.0,0,0.0,0,0,6,0.0,0.0,2.0,0.0,89.0,6,30.0,160.0,71.0
17,1562,452,61,0.2625210084033613,0.3115776662102541,0.3445378151260504,0.6561154813363045,571.0,598,56.0,239,33,5950,742.0,1029.0,4855.0,169.0,28.0,1780,23.0,150.0,73.0
14,1155,335,150,0.27382645803698435,0.3363152289669862,0.4461830251303936,0.7824982540973797,610.0,534,8.0,257,10,4218,571.0,64.0,490.0,72.0,10.0,1212,22.0,170.0,72.0
13,1118,369,42,0.2653061224489796,0.31961414790996784,0.3559563360227812,0.675570483932749,344.0,458,40.0,190,33,4214,681.0,675.0,3350.0,125.0,27.0,1276,22.0,185.0,74.0
13,1252,559,136,0.2609964561184073,0.3387008234217749,0.4040025015634772,0.7427033249852522,609.0,564,33.0,242,18,4797,675.0,860.0,3339.0,142.0,39.0,1435,22.0,170.0,73.0
11,1154,996,29,0.2683096954196699,0.4020239190432383,0.3478260869565217,0.7498500059997599,364.0,811,48.0,185,35,4301,374.0,829.0,3323.0,175.0,64.0,1259,28.0,170.0,68.0
12,68,21,0,0.1552511415525114,0.17871485943775103,0.18493150684931506,0.3636463662870661,25.0,27,1.0,5,4,438,107.0,14.0,222.0,9.0,66.0,289,21.0,190.0,74.0
16,178,47,16,0.2455172413793104,0.27218934911242604,0.35586206896551725,0.6280514180779433,79.0,97,3.0,22,5,725,195.0,42.0,476.0,27.0,7.0,448,21.0,185.0,70.0
15,1897,486,140,0.26976678043230945,0.31399764305355504,0.3912116040955632,0.7052092471491183,946.0,851,127.0,356,39,7032,979.0,312.0,3891.0,238.0,19.0,1893,24.0,178.0,69.0
17,98,26,4,0.1598694942903752,0.17746478873239438,0.2137030995106036,0.391167888242998,42.0,35,0.0,19,1,613,190.0,35.0,492.0,24.0,2.0,489,24.0,175.0,73.0
11,877,188,64,0.25650775080432875,0.2969680563075257,0.3691137759578824,0.6660818322654081,333.0,425,34.0,137,28,3419,355.0,613.0,2252.0,109.0,56.0,1022,22.0,165.0,71.0
13,77,30,5,0.12685337726523888,0.15529753265602322,0.17792421746293247,0.3332217501189557,38.0,31,7.0,12,2,607,315.0,28.0,437.0,54.0,29.0,407,24.0,170.0,72.0
16,10,3,0,0.19607843137254904,0.21666666666666667,0.2549019607843137,0.4715686274509804,4.0,5,0.0,1,1,51,17.0,21.0,232.0,26.0,22.0,523,21.0,200.0,74.0
17,831,155,69,0.25319926873857396,0.2852243498142326,0.3747714808043876,0.6599958306186202,346.0,289,9.0,168,12,3282,557.0,52.0,510.0,76.0,12.0,1099,25.0,190.0,74.0
16,145,14,8,0.19568151147098514,0.19081272084805653,0.2618083670715249,0.4526210879195814,67.0,60,1.0,15,5,741,135.0,35.0,423.0,34.0,17.0,434,20.0,190.0,74.0
10,805,353,132,0.26655629139072845,0.3439622084440508,0.4642384105960265,0.8082006190400772,467.0,384,10.0,135,33,3020,460.0,672.0,551.0,88.0,54.0,1014,25.0,205.0,76.0
8,86,30,7,0.1560798548094374,0.1875993640699523,0.2177858439201452,0.4053852079900975,42.0,44,2.0,11,1,551,178.0,15.0,249.0,11.0,41.0,266,25.0,200.0,72.0
9,1040,338,31,0.2749867794817557,0.3326231060606061,0.3670015864621893,0.6996246925227954,497.0,473,30.0,167,44,3782,283.0,214.0,1842.0,151.0,77.0,1011,25.0,175.0,73.0
10,634,222,23,0.2553362867498993,0.3133841131664853,0.3330648409182441,0.6464489540847294,152.0,374,218.0,92,16,2483,301.0,6.0,25.0,30.0,28.0,904,23.0,160.0,72.0
19,477,114,23,0.2426246185147508,0.2773382968822708,0.34435401831129203,0.6216923151935627,234.0,227,12.0,99,16,1966,303.0,119.0,1135.0,63.0,67.0,716,22.0,180.0,73.0
12,101,15,3,0.15303030303030302,0.16246498599439774,0.19393939393939394,0.3564043799337917,47.0,35,0.0,14,2,660,135.0,17.0,285.0,11.0,67.0,418,22.0,190.0,71.0
16,145,14,8,0.19568151147098514,0.19081272084805653,0.2618083670715249,0.4526210879195814,67.0,60,1.0,15,5,741,135.0,35.0,423.0,34.0,17.0,434,20.0,190.0,74.0
17,2455,813,231,0.2641489132773833,0.3228515625,0.4184420055950076,0.7412935680950076,936.0,1421,470.0,511,115,9294,1264.0,1249.0,6139.0,154.0,1.0,2275,22.0,175.0,67.0
16,15,5,0,0.19230769230769232,0.2272727272727273,0.21794871794871795,0.4452214452214453,4.0,8,1.0,2,0,78,26.0,12.0,198.0,21.0,35.0,899,23.0,182.0,73.0
8,48,17,0,0.16494845360824742,0.19817073170731708,0.17869415807560138,0.3768648897829184,20.0,27,0.0,4,0,291,89.0,6.0,137.0,8.0,42.0,206,20.0,190.0,72.0
8,980,231,9,0.27904328018223234,0.3191544885177453,0.3522209567198178,0.6713754452375631,319.0,465,39.0,146,42,3512,110.0,395.0,2291.0,170.0,71.0,890,27.0,165.0,68.0
6,888,251,10,0.3057851239669421,0.35957513277100905,0.39084022038567495,0.7504153531566841,213.0,401,106.0,123,47,2904,201.0,125.0,1239.0,112.0,66.0,753,28.0,170.0,71.0
19,2143,719,152,0.2964448748097939,0.3573558648111332,0.4311799695670217,0.7885358343781549,859.0,1129,200.0,364,77,7229,898.0,143.0,199.0,89.0,26.0,2097,23.0,190.0,71.0
12,43,16,1,0.1382636655948553,0.1711229946524064,0.17684887459807075,0.3479718692504772,12.0,24,0.0,9,0,311,133.0,14.0,132.0,7.0,1.0,292,23.0,215.0,76.0
16,1447,585,245,0.24356168995118666,0.3099697885196375,0.4199629691971049,0.7299327577167423,923.0,706,11.0,247,33,5941,1318.0,629.0,974.0,104.0,41.0,1765,22.0,200.0,74.0
13,1643,824,29,0.2808066997094514,0.3589041095890411,0.384207827721757,0.7431119373107982,826.0,802,126.0,348,85,5851,405.0,299.0,3345.0,185.0,82.0,1693,23.0,170.0,70.0
10,730,430,141,0.26306306306306304,0.3683409436834094,0.4645045045045045,0.8328454481879141,490.0,470,36.0,126,5,2775,686.0,455.0,356.0,31.0,16.0,826,26.0,195.0,73.0
15,2092,594,87,0.3026182554607262,0.3569918054454137,0.4080717488789238,0.7650635543243375,671.0,951,68.0,356,56,6913,404.0,468.0,2345.0,191.0,51.0,1833,22.0,187.0,74.0
13,1450,627,28,0.27107870630024306,0.3434789723449517,0.3495980557113479,0.6930770280562997,574.0,676,188.0,254,41,5349,584.0,1001.0,4050.0,80.0,26.0,1514,23.0,175.0,72.0
18,1318,477,126,0.29478863788861553,0.3634901487736229,0.4455379109818832,0.8090280597555061,673.0,485,13.0,230,33,4471,270.0,63.0,441.0,71.0,50.0,1692,22.0,185.0,68.0
8,77,20,0,0.16417910447761194,0.17962962962962964,0.1812366737739872,0.3608663034036168,32.0,28,0.0,4,2,469,108.0,15.0,397.0,16.0,73.0,272,25.0,203.0,77.0
14,2089,430,126,0.2893752597312647,0.32995639907668634,0.41127579997229535,0.7412321990489816,757.0,1064,59.0,358,72,7219,534.0,1012.0,4854.0,342.0,57.0,1828,24.0,185.0,71.0
10,1104,382,95,0.28105906313645623,0.34572072072072074,0.444755600814664,0.7904763215353847,525.0,609,49.0,188,85,3928,380.0,14.0,78.0,55.0,73.0,1108,27.0,170.0,71.0
11,1363,701,78,0.2712977707006369,0.3585970915312233,0.39171974522293,0.7503168367541533,539.0,875,215.0,271,50,5024,363.0,267.0,2695.0,269.0,75.0,1296,22.0,170.0,70.0
8,24,11,3,0.12698412698412698,0.15859030837004404,0.1746031746031746,0.33319348297321866,21.0,12,0.0,0,0,189,75.0,10.0,104.0,7.0,55.0,268,24.0,175.0,73.0
9,33,14,0,0.09482758620689656,0.12439024390243902,0.11494252873563217,0.2393327726380712,12.0,22,0.0,5,1,348,174.0,13.0,148.0,17.0,11.0,239,24.0,190.0,75.0
14,1302,260,251,0.2521301316808676,0.2866230461650309,0.4525561580170411,0.739179204182072,815.0,614,18.0,204,39,5164,1201.0,19.0,79.0,61.0,28.0,1432,23.0,182.0,71.0
6,528,112,8,0.2728682170542636,0.3082778306374881,0.33746770025839795,0.6457455308958859,175.0,219,26.0,89,6,1935,171.0,272.0,1470.0,96.0,69.0,511,32.0,170.0,72.0
11,144,67,35,0.1945945945945946,0.2577565632458234,0.3689189189189189,0.6266754821647423,111.0,95,0.0,12,6,740,271.0,19.0,295.0,28.0,47.0,405,25.0,216.0,75.0
21,1913,1052,215,0.2662861915367483,0.3561692544743392,0.4079899777282851,0.7641592322026243,1044.0,931,35.0,307,33,7184,877.0,867.0,773.0,122.0,39.0,2442,20.0,175.0,70.0
8,599,190,16,0.2677693339293697,0.3212414349052801,0.3607510058113545,0.6819924407166347,183.0,322,36.0,112,24,2237,185.0,268.0,1450.0,88.0,74.0,722,24.0,155.0,72.0
16,178,47,16,0.2455172413793104,0.27218934911242604,0.35586206896551725,0.6280514180779433,79.0,97,3.0,22,5,725,195.0,42.0,476.0,27.0,7.0,448,21.0,185.0,70.0
9,831,477,28,0.2700682482937927,0.36403750689464975,0.35521611959701005,0.7192536264916598,214.0,485,77.0,130,24,3077,195.0,10.0,40.0,36.0,51.0,988,24.0,140.0,65.0
3,310,74,14,0.24701195219123506,0.2866617538688283,0.3362549800796813,0.6229167339485095,98.0,148,11.0,44,13,1255,230.0,201.0,997.0,37.0,54.0,324,20.0,175.0,74.0
9,49,12,0,0.17314487632508835,0.2,0.2120141342756184,0.4120141342756184,17.0,26,0.0,5,3,283,57.0,7.0,145.0,8.0,77.0,209,24.0,170.0,72.0
7,21,2,0,0.11351351351351352,0.11627906976744184,0.12432432432432433,0.24060339409176615,8.0,8,0.0,2,0,185,83.0,5.0,111.0,8.0,23.0,153,23.0,220.0,77.0
11,2,1,0,0.07407407407407407,0.1,0.14814814814814814,0.2481481481481481,0.0,1,0.0,0,1,27,20.0,9.0,82.0,4.0,20.0,617,26.0,215.0,77.0
14,1724,552,284,0.2676603011954665,0.32492957746478873,0.4536562645551933,0.778585842019982,1027.0,797,59.0,324,11,6441,1167.0,1257.0,1359.0,111.0,13.0,1755,24.0,205.0,76.0
13,1425,477,28,0.26359600443951164,0.3211055276381909,0.3446170921198668,0.6657226197580577,346.0,849,752.0,176,89,5406,960.0,17.0,109.0,68.0,20.0,1371,24.0,170.0,72.0
16,152,40,15,0.19843342036553524,0.22977725674091445,0.2924281984334204,0.5222054551743348,78.0,76,2.0,21,3,766,199.0,31.0,341.0,32.0,51.0,555,16.0,195.0,75.0
17,1692,828,266,0.27742252828332514,0.3650042992261393,0.4694212165928841,0.8344255158190235,1178.0,867,9.0,289,42,6099,842.0,557.0,519.0,112.0,54.0,1862,22.0,186.0,72.0
12,1219,551,241,0.2561462492120193,0.3344456803856136,0.4660642992225258,0.8005099796081394,716.0,715,66.0,216,30,4759,1234.0,48.0,162.0,62.0,25.0,1428,22.0,200.0,73.0
12,1321,446,45,0.2825064157399487,0.33803353658536583,0.3907185628742515,0.7287520994596173,514.0,676,115.0,221,75,4676,339.0,21.0,105.0,65.0,72.0,1241,23.0,168.0,67.0
16,2096,375,70,0.2714674264991581,0.3021442495126705,0.3687346198678928,0.6708788693805633,728.0,893,242.0,329,106,7721,1092.0,1176.0,6078.0,386.0,26.0,2079,20.0,175.0,71.0
11,1187,439,119,0.25737207285342584,0.32320916905444125,0.4032957502168257,0.7265049192712669,458.0,671,103.0,238,39,4612,987.0,873.0,3705.0,110.0,21.0,1304,24.0,165.0,71.0
17,1477,639,260,0.26766944545125043,0.3422193672715593,0.47535338890902507,0.8175727561805843,902.0,816,50.0,318,24,5518,1079.0,267.0,2740.0,117.0,3.0,1615,21.0,215.0,73.0
15,1660,266,61,0.2949014034464381,0.3232122117139539,0.3965180316219577,0.7197302433359116,499.0,785,267.0,247,71,5629,471.0,21.0,95.0,61.0,33.0,1468,22.0,165.0,70.0
